"company/description","company/id","company/logo","company/name","description","jobDescriptionHtml","location","postDate","title"
"PT Bumi Bandara Indah","62423056","https://bx-branding-gateway.cloud.seek.com.au/7dfc8f07-bbd4-4591-8fb7-429e883dcf94.1/serpLogo","Bumi Bandara Indah","Bertindak sebagai titik kontak utama untuk semua permintaan dukungan teknis terkait IT dari karyawan","<div class=""lsj4yq0 _1lpkkfn0""><p>Posisi IT Support dan Admin Officer adalah peran ganda yang dirancang untuk mendukung ekspansi perusahaan. Kandidat terpilih akan menjadi titik kontak Posisi IT Support dan Admin Officer adalah peran ganda yang dirancang untuk mendukung ekspansi perusahaan. Kandidat terpilih akan menjadi titik kontak operasional dan memastikan dukungan yang efektif di seluruh lokasi operasional perusahaan yang terus berkembang</p><p><strong>TUGAS &amp; TANGGUNG JAWAB UTAMA :</strong></p><p>1. User Support:</p><ul><li><p>Bertindak sebagai titik kontak utama untuk semua permintaan dukungan teknis terkait IT dari karyawan</p></li><li><p>Memberikan dukungan teknis dan pemecahan masalah untuk berbagai masalah, termasuk hardware (komputer desktop, laptop, periferal), aplikasi software</p></li><li><p>Memberikan dukungan teknis dan pemecahan masalah untuk berbagai masalah, termasuk hardware (komputer desktop, laptop, periferal), aplikasi software</p></li></ul><p><br></p><p>2. Tugas Administrasi:</p><ul><li><p>Mengelola pengadaan peralatan baru IT dan lisensi software.</p></li><li><p>Menjaga inventaris yang akurat dan terkini dari semua aset IT</p></li><li><p>Mengurus pengaturan dan konfigurasi peralatan baru untuk karyawan.</p></li></ul><p><br></p><p><strong>Kriteria Seleksi</strong></p><p><strong>Persyaratan Karakter dan Keterampilan:</strong></p><ul><li><p>Kesabaran dan Empati: Kemampuan untuk tetap tenang dan pengertian saat berurusan dengan pengguna yang mungkin merasa frustrasi atau memiliki pengetahuan teknis yang terbatas.</p></li><li><p>Kesabaran dan Empati: Kemampuan untuk tetap tenang dan pengertian saat berurusan dengan pengguna yang mungkin merasa frustrasi atau memiliki pengetahuan teknis yang terbatas.</p></li><li><p>Komunikasi yang Baik: Kemampuan untuk menjelaskan konsep teknis yang kompleks dengan bahasa yang sederhana dan mudah dipahami, baik secara lisan maupun tertulis.</p></li><li><p>Can-Do” Attitude: Sikap proaktif dan kreatif, selalu bersedia menghadapi tantangan baru dan menemukan solusi</p></li></ul><p><br></p><p><strong>Persyaratan Keterampilan Teknis</strong></p><ul><li><p>Pengetahuan Jaringan (Level Pemula hingga Menengah):</p></li><li><p>Pemahaman yang kuat tentang konsep dasar jaringan, termasuk TCP/IP, DNS, dan DHCP serta pemahaman dasar routing, tunneling dan VPN</p></li><li><p>Pengalaman dalam mengatasi masalah konektivitas jaringan yang umum. Kemampuan untuk mengonfigurasi dan mengelola perangkat jaringan seperti router ruijie dan switch managable.</p></li></ul><p><br></p><p><strong>Pengadaan dan Manajemen Inventaris:</strong></p><ul><li><p>Pengalaman dalam pengadaan hardware dan software IT. Pemahaman yang kuat tentang, atau pengalaman langsung dengan, prosedur operasional standar (SOP) manajemen inventaris. Pengalaman dalam penandaan aset dan pemeliharaan catatan inventaris yang akurat.</p></li></ul><p><br></p><p><strong>kemampuan Umum It Support</strong></p><ul><li><p>Menguasai berbagai sistem operasi (Windows, linux, dan macOS). Pengalaman dengan sistem help desk atau ticketing. Kemampuan dalam pemecahan masalah hardware dan software di berbagai perangkat.</p></li></ul><p><br></p></div>","Jakarta Raya","2026-01-13T05:01:54Z","IT Support dan Admin Officer"
"PT Anabatic Technologies","61020670","https://bx-branding-gateway.cloud.seek.com.au/7a4b6fb8-b7ed-41a2-9ea4-f0b07f6a06b8.1/serpLogo","Anabatic Technologies","Project Management Officer","<div class=""lsj4yq0 _1lpkkfn0""><p><strong>Job Requirements:</strong></p><p>- Minimum Bachelor Degree of Information Technology or IT related major, with GPA min. 3,00 of 4,00</p><p>- Having minimum 1-2 year working experience as Project Manager is preferaby</p><p>- Having knowledge about project management</p><p>- Willing to be placed at PT Karyaputra Suryagemilang (member of ATIC), which is located in Graha Anabatic, Tangerang or Graha BIP, South Jakarta</p><p><br></p><p><strong>Job Description:</strong></p><p>Coordinate with internal teams and external clients to ensure that each project runs smoothly in terms of administration, planning, implementation, management, development&nbsp;and&nbsp;monitoring.</p></div>","Jakarta Raya","2026-01-22T10:30:06Z","Project Management Officer (IT / Payroll / Operation MPHRO / Call Center)"
"PT Panasonic Gobel Energy Indonesia (PECGI)","60889509","https://bx-branding-gateway.cloud.seek.com.au/67996344-9f70-4a63-a164-eeca3cbdb072.1/serpLogo","Panasonic","Analyze production data to improve efficiency, quality, and process performance through real-time monitoring and data-driven insights.","<div class=""lsj4yq0 _1lpkkfn0""><p><strong>About the role</strong><br><br>We are seeking a talented Data Analyst to join our dynamic Production team at PT Panasonic Gobel Energy Indonesia (PECGI) in Cikarang, Bekasi Regency, West Java. As a fulltime employee, you will play a crucial role in driving data-driven decision making and optimising our production processes.</p><p><strong>What you'll be doing</strong></p><ul><li><p>Collect, analyse and interpret data from various production systems to identify trends, patterns and opportunities for improvement</p></li><li><p>Develop and maintain reporting dashboards to provide real-time visibility into production performance</p></li><li><p>Collaborate with cross-functional teams to implement data-driven solutions that enhance efficiency and productivity</p></li><li><p>Assist in the design and development of database structures to support the organisation's data management needs</p></li><li><p>Provide data-driven recommendations to management to drive strategic decision making</p></li><li><p>Stay up-to-date with the latest data analysis tools and techniques to continuously improve processes</p></li></ul><p><strong>What we're looking for</strong></p><ul><li><p>D3 qualification in a relevant field such as Information Technology, Computer Science or Data Analytics</p></li><li><p>Proficient in data analysis tools and techniques, including SQL, Excel, and data visualisation software</p></li><li><p>Strong problem-solving and critical thinking skills with the ability to interpret data and draw meaningful insights</p></li><li><p>Excellent communication and presentation skills to effectively convey data-driven insights to stakeholders</p></li><li><p>Familiarity with production processes and an understanding of manufacturing operations</p></li><li><p>Attention to detail and a keen interest in continuous improvement</p></li></ul><p><br>If you are ready to embark on an exciting data-driven journey with us, we encourage you to apply now.</p></div>","Kabupaten Bekasi, Jawa Barat","2026-01-14T02:33:16Z","D3 Data Analyst for Production Staff (CODE : PROD DA)"
"PT Kavana Karya Indonesia","61052457","https://bx-branding-gateway.cloud.seek.com.au/de09170c-8a08-4bdf-ba38-7e4d95af5e71.1/serpLogo","Kavana Karya Indonesia","Melakukan Maintenance jaringan, Pembuatan email, Sistem jaringan server. Sistem komputer, Sistem administrasi, Sistem database","<div class=""lsj4yq0 _1lpkkfn0""><p><strong>Tugas dan Tanggung Jawab :</strong></p><ul><li><p>Melakukan Instalasi dan pemeliharaan perangkat keras komputer</p></li><li><p>Memahami&nbsp;software dan aplikasi program</p></li><li><p>Melakukan monitoring jaringan komputer</p></li><li><p>Bertanggung jawab atas laporan IT</p></li><li><p>Bertanggung jawab atas pembayaran tagihan aplikasi</p></li><li><p>Melakukan monitoring, memecahkan permasalahan tentang permasalahan pada perangkat lunak atau perangkat keras.</p></li><li><p>Melakukan monitoring, memecahkan permasalahan tentang permasalahan internet atau jaringan.</p></li><li><p>Bekerja sama dengan berbagai departemen untuk memberikan solusi terkait permasalahan yang terkait pada IT Support, server di kantor, dan server di cloud.</p></li></ul><p><br></p><p><strong>Kualifikasi :</strong></p><p><br></p><ul><li><p>Pendidikan Minimal S1 Teknik Informatika / Teknik Komputer / Sistem Informasi</p></li><li><p>Pengalaman di sistem operasi Windows, hosting web, Sistem Operasi Linux, dan Google Apps minimal 2 tahun</p></li><li><p>Perawatan panel kontrol server ataupun piranti jaringan</p></li><li><p>Akrab dengan perangkat keras PC, Printer, Pemindai, Periferal Komputer, NAS, Mesin POS</p></li><li><p>Memahami Konektivitas PC user – Ethernet, TCP / IP, Switch, Router, Firewall, dan VPN</p></li><li><p>Berpengalaman di Server (Hardware/Software)</p></li><li><p>Kemampuan untuk mengkomunikasikan informasi teknis baik lisan maupun tulisan</p></li><li><p>Penempatan kerja di Jakarta Barat&nbsp;</p></li></ul><p><br></p></div>","Jakarta Barat, Jakarta Raya","2026-01-17T04:53:39Z","IT SUPPORT"
"3E ACCOUNTING PTE LTD","60521371","https://bx-branding-gateway.cloud.seek.com.au/15db055b-6b70-4126-978a-babee625a63f.1/serpLogo","3E Accounting","We are looking for bright individuals who are energetic, having or showing a strong desire and determination to succeed.","<div class=""lsj4yq0 _1lpkkfn0""><p>We are looking for bright individuals who are energetic, having or showing a strong desire and determination to succeed, and thrive in a fast-paced tech savvy work environment. We have various open positions and are looking for partners and associates who can be part of our dynamic team of IT, corporate secretarial, HR, admin, customer services, accounting and taxation professionals.</p><p><strong>Job Scope:</strong></p><ul><li><p>Responsible in supporting the full software development of new and existing applications.</p></li><li><p>Explore and create new design/architectures (but not limited to) for better scaling and performance of services</p></li><li><p>Optimise application for maximise speed and scalability.</p></li><li><p>Maintaining the system, new feature, bug fixing, code refactoring and performance optimisation.</p></li><li><p>Possess the ability to translate ideas into functioning features</p></li><li><p>Deliver high quality application and system support</p></li><li><p>Any other ad-hoc duties as required or assigned</p></li></ul><p><strong>Job Requirement:</strong></p><ul><li><p>Degree in Computer Science</p></li><li><p>Strong hands-on programming skills</p></li><li><p>Able to work independently</p></li><li><p>Good to have knowledge of Pyhthon, SQL, Java, C++</p></li></ul><p><strong>What we do to make you successful?</strong></p><ul><li><p>Strong and conducive working environment</p></li><li><p>Opportunities for career advancement within the company</p></li><li><p>Attractive remuneration that commensurate with skill and experience</p></li><li><p>Flexible work arrangement</p></li></ul><p>At 3E, all you need to do is to love what you do. Let's send in your CV today.</p><p><strong>About 3E Accounting</strong></p><p>3E has been in the market for more than 10 years and is currently headquartered in Singapore with branches in Malaysia, Hong Kong, and Indonesia. We also have strong network across the globe where we build the largest&nbsp;Accounting Network with an international presence in over 110 countries worldwide, with an exclusivity of one accounting firm selected in each country that is in line with the 3E branding and core values with a strong professional background and experience with both its local jurisdictions and regulations and international facing.&nbsp;</p><p>At 3E, we have a large pool of qualified and experienced Advisers and Partners who sits on the board, including those with extensive working experience in large well-established companies such as Big Four. You may refer to&nbsp;Our Team&nbsp;for more details.&nbsp;As the&nbsp;Malaysia Brands Top Player&nbsp;for company incorporation, you can validate our professional qualifications with the relevant professional bodies simply by referring to&nbsp;Our Awards and Milestones on our official website.</p><p>We believe in offering the best quality value-over-price service with our qualified team of professional advisers.&nbsp;</p><p>We are truly generous in offering customized solutions on all company incorporation and compliance matters.</p></div>","Jakarta Raya","2026-02-03T04:14:38Z","Junior Full Stack Software Developer (Jakarta Work From Home)"
"PT Intergastra Nusantara","60865279","https://bx-branding-gateway.cloud.seek.com.au/0f29e4f4-4408-48c7-a58f-45ed431b8bd0.1/serpLogo","Intergastra Nusantara","Bergabunglah dengan tim IT kami yang dinamis! Kami tawarkan gaji kompetitif, tunjangan menarik, dan peluang pengembangan karier.","<div class=""lsj4yq0 _1lpkkfn0""><p><strong>Gambaran Umum Pekerjaan</strong><br>Kami dari PT Intergastra Nusantara, perusahaan yang bergerak di bidang Distributor Alat Kesehatan di Indonesia, sedang mencari profesional IT Staff yang berdedikasi untuk bergabung dengan tim kami di Jakarta. Dalam peran ini, Anda akan memainkan peran kunci dalam memastikan kelancaran operasional sistem dan infrastruktur jaringan perusahaan kami.</p><p><strong>Tanggung Jawab Utama</strong></p><ul><li><p>Manajemen Jaringan &amp; Server: Instalasi, konfigurasi, dan pemeliharaan LAN, Wi-Fi, VPN, Active Directory, serta email server dari tahap awal (zero/from scratch).</p></li><li><p>Pemeliharaan Teknis: Melakukan troubleshooting dasar pada perangkat keras (hardware) maupun perangkat lunak (software).</p></li><li><p>Administrasi &amp; Inventaris: Bertugas sebagai IT Admin, mengelola inventaris perangkat IT, serta melakukan entri data dengan rapi, teliti, dan akurat.</p></li><li><p>Pengembangan Perangkat Lunak (Opsional): Membantu dalam tugas pemrograman dasar sesuai kebutuhan tim.</p></li></ul><p><strong>Kualifikasi</strong></p><ul><li><p>Minimal lulusan Diploma (D3) atau Sarjana (S1) di bidang Teknologi Informasi atau bidang terkait.</p></li><li><p>Terbuka bagi lulusan baru (fresh graduate) hingga kandidat dengan pengalaman maksimal 3 tahun.</p></li><li><p>Menguasai setup jaringan (LAN, Wi-Fi, VPN), konfigurasi email server, serta pengelolaan Active Directory.</p></li><li><p>Memiliki pemahaman yang baik mengenai hardware dan software support.</p></li><li><p>Mahir menggunakan Microsoft Office (Word, Excel, PowerPoint) dan Microsoft Outlook.</p></li><li><p>Memiliki kemampuan coding dasar (programming) sebagai nilai tambah.</p></li><li><p>Komunikatif, teliti, rapi, serta mampu bekerja secara kolaboratif dalam tim.</p></li></ul><p>PT Intergastra Nusantara adalah pemain terkemuka di industri Distributor Alat Kesehatan di Indonesia. Dengan pengalaman lebih dari 20 tahun, kami telah membangun reputasi kuat sebagai penyedia produk berkualitas tinggi dan inovatif.&nbsp;<br><br>Tim kami yang beragam dan berdedikasi merupakan aset utama kami. Kami menawarkan lingkungan kerja yang inklusif, kolaboratif, dan mendukung untuk memungkinkan karyawan kami mencapai potensi penuh mereka. Jika Anda tertarik untuk bergabung dengan kami dan menjadi bagian dari perjalanan pertumbuhan kami, lamar sekarang!</p></div>","Jakarta Raya","2026-01-29T07:41:07Z","IT Staff"
"PT Teka P & T International","60913787",,"Teka P & T International","Support daily IT operations by installing, maintaining, and troubleshooting hardware, software, networks, Odoo support, and basic IT security.","<div class=""lsj4yq0 _1lpkkfn0""><p>Job Requirements:</p><ol><li><p>Minimum Diploma (D3) degree in Information Technology, Informatics Engineering, Information Systems, or a related field.</p></li><li><p>Strong understanding of hardware and software troubleshooting (PCs, laptops, printers, and Windows operating systems).</p></li><li><p>Proficient in computer networking (LAN, Wi-Fi, IP address configuration, and file sharing).</p></li><li><p>Basic understanding of programming, especially the Odoo ERP system (Python, XML, JavaScript) and databases.</p></li><li><p>Basic understanding of information technology security, including antivirus use, data backup, and user access management.</p></li><li><p>Strong analytical and problem-solving skills.</p></li><li><p>Able to work independently and in a team.</p></li><li><p>Good communication skills, professionalism, and customer service orientation.</p></li><li><p>Strong leadership, responsibility, and work ethic.</p></li><li><p>Able to converse in English (basic is still appreciated)</p></li></ol><p><br></p><p>Job Description:</p><ol><li><p>Install, configure, and maintain IT devices (PCs, laptops, printers).</p></li><li><p>Handle troubleshooting for operating systems, applications, email, and internet connections.</p></li><li><p>Support and maintain LAN/Wi-Fi networks and user access.</p></li><li><p>Provide technical support related to hardware, software, systems, and networks.</p></li><li><p>Provide support related to user requests related to Odoo.</p></li><li><p>Implement basic IT security and data backup procedures.</p></li><li><p>Perform routine maintenance and system monitoring.</p></li><li><p>Document issues and solutions, and coordinate with vendors when necessary.</p></li></ol><p><br></p></div>","Jakarta Selatan, Jakarta Raya","2026-02-06T06:28:16Z","IT Staff"
"PT Santosa Agrindo (Japfa Beef Division)","60338070","https://bx-branding-gateway.cloud.seek.com.au/cef997b8-237c-4ef1-bdd3-180c7b757463.1/serpLogo","Santosa Agrindo","Bergabung dengan tim kami dan nikmati benefit kompetitif, lingkungan kerja yang dinamis, dan kesempatan pengembangan karir yang jelas.","<div class=""lsj4yq0 _1lpkkfn0""><h2><strong>Uraian tugas</strong></h2><ul><li><p>Membuat dan melakukan maintenance <strong>dashboard Beef</strong> dan <strong>Reporting Dashboard Qlik Sense</strong>.</p></li><li><p>Mengelola dan memelihara <strong>Data Warehouse</strong> perusahaan.</p></li><li><p>Melakukan maintenance <strong>data pipeline</strong> dari berbagai data source ke <strong>Snowflake</strong>.</p></li><li><p>Mengelola dan mengembangkan <strong>function serta procedure di Snowflake</strong> sesuai kebutuhan dashboard.</p></li><li><p>Melakukan monitoring kualitas data untuk memastikan akurasi dan konsistensi informasi.</p></li><li><p>Berkolaborasi dengan tim terkait dalam pengembangan dashboard dan solusi Business Intelligence.</p></li></ul><p><strong>Kualifikasi</strong></p><ul><li><p>Pendidikan minimal <strong>S1 Sistem Komputer / Teknik Informatika / bidang terkait</strong>.</p></li><li><p>Fresh Graduate dipersilakan melamar (pengalaman sebagai <strong>Business Intelligence Analyst</strong> menjadi nilai tambah).</p></li><li><p>Memiliki pemahaman mengenai <strong>Data Warehouse dan Business Intelligence</strong>.</p></li><li><p>Menguasai atau familiar dengan:</p><ul><li><p><strong>Qlik Sense</strong></p></li><li><p><strong>Dashboard Development</strong></p></li><li><p><strong>Snowflake</strong></p></li><li><p><strong>Data Pipeline</strong></p></li></ul></li><li><p>Mampu menganalisis data dan menyajikan informasi dalam bentuk dashboard yang informatif.</p></li><li><p>Mampu bekerja secara mandiri maupun dalam tim.</p></li><li><p>Memiliki komunikasi yang baik, teliti, dan bertanggung jawab.</p></li><li><p>Bersedia ditempatkan di Cengkareng, Jakarta Barat</p></li></ul><p><br></p></div>","Cengkareng, Jakarta Raya","2026-01-27T05:06:58Z","IT Staff"
"PT Cosmax Indonesia","60909266","https://bx-branding-gateway.cloud.seek.com.au/ed89788e-0bd9-4ca4-89e8-bae781d1f789.2/serpLogo","Cosmax Indonesia","At PT. Cosmax Indonesia, your IT skills power beauty and innovation. Join us to build smarter systems and create global impact.","<div class=""lsj4yq0 _1lpkkfn0""><h2><strong>PT. Cosmax Indonesia is hiring – IT Staff</strong></h2><p><em>Location: East Jakarta</em><br><em>Full-Time, On-site</em></p><h2><strong>Be the Tech Power Behind Beauty Innovation</strong></h2><p>At <strong>PT. Cosmax Indonesia</strong>, technology and creativity go hand in hand.<br>As part of our IT team, you’ll play a key role in building and maintaining digital infrastructure that supports the production of world-class beauty products.<br>Your expertise will ensure our systems run smoothly, securely, and efficiently — empowering innovation across the company.</p><h2><strong>Job Description:</strong></h2><ul><li><p><strong>Manage servers, networks, and cloud infrastructure (AWS, GCP, Azure — internal or with vendors)</strong></p></li><li><p>Ensure availability, scalability, and disaster recovery readiness</p></li><li><p>Analyze performance, troubleshoot incidents, and optimize infrastructure</p></li><li><p>Support cross-functional teams in implementing IT projects</p></li><li><p>Maintain stable IT infrastructure for manufacturing operations</p></li><li><p>Support digital transformation via cloud adoption</p></li><li><p>Ensure compliance with SLAs (Service Level Agreements)</p></li><li><p>Analyze network and server performance, perform troubleshooting</p></li></ul><p><br></p><h2><strong>Qualifications:</strong></h2><ul><li><p>Minimum education: <strong>Bachelor’s degree in IT / Computer Science</strong> or equivalent</p></li><li><p><strong>2-3 years of experience in IT Infrastructure and Cloud/On-Premise server management</strong></p></li><li><p>Strong <strong>problem-solving</strong> and <strong>analytical thinking</strong> to identify root causes</p></li><li><p>Good communication skills in English (oral and written)</p></li><li><p>Familiar with <strong>vendor management</strong> and able to lead/manage vendors</p></li><li><p>Knowledge in <strong>ERP Business Process</strong> is a plus</p></li><li><p>In-depth knowledge of <strong>Windows/Linux server systems</strong></p></li><li><p><strong>Familiar with major cloud services (GCP, AWS, Azure) and best practices</strong></p></li><li><p>Able to use monitoring tools and automation scripts</p></li><li><p>Capable of diagnosing and resolving complex technical problems</p></li></ul><p><br></p><p><br></p></div>","Ciracas, Jakarta Raya","2026-02-09T05:01:09Z","Staff IT (Infrastructure & Network Administrator)"
"PT Environmental Indokarya","60863190","https://bx-branding-gateway.cloud.seek.com.au/b137d165-ec65-453e-9cc4-e573ac7fd908.1/serpLogo","Environmental Indokarya","If you relish challenges and seek ample opportunities for growth, we invite you to join us.","<div class=""lsj4yq0 _1lpkkfn0""><p>The <strong>Digitalization Officer</strong> is responsible for driving data collection, analysis, and visualization initiatives to support operational efficiency and client transparency. The role focuses on gathering project-related data, developing and maintaining dashboards (particularly using <strong>Power BI</strong>), and providing meaningful insights to management and clients to showcase operational performance and continuous improvement.</p><h2><strong>Key Responsibilities:</strong></h2><p><strong>1. Data Management and Collection</strong></p><ul><li><p>Coordinate with project teams to collect, validate, and consolidate operational and performance data from various sources.</p></li><li><p>Ensure data accuracy, completeness, and consistency across all reporting platforms.</p></li><li><p>Develop standardized templates and tools for project data submission and tracking.</p></li></ul><p><strong>2. Data Visualization and Reporting</strong></p><ul><li><p>Design, build, and maintain <strong>Power BI dashboards</strong> to visualize project and operational performance.</p></li><li><p>Present data insights and performance indicators to internal stakeholders and clients in a clear and professional manner.</p></li><li><p>Automate recurring reports and develop interactive visual tools to support decision-making.</p></li></ul><p><strong>3. Digitalization Initiatives</strong></p><ul><li><p>Support the implementation of digital tools and platforms to enhance operational efficiency and data-driven management.</p></li><li><p>Collaborate with cross-functional teams to identify digital solutions for process optimization and reporting improvements.</p></li><li><p>Participate in digital transformation projects, including workflow automation and data integration initiatives.</p></li></ul><p><strong>4. Performance Monitoring and Analysis</strong></p><ul><li><p>Track and analyze key performance indicators (KPIs) for ongoing projects.</p></li><li><p>Provide data-driven recommendations to improve operational effectiveness and client satisfaction.</p></li><li><p>Support management reviews and client presentations with up-to-date performance data.</p></li></ul><p><strong>5. Compliance and Documentation</strong></p><ul><li><p>Maintain proper documentation of data sources, methodologies, and dashboards.</p></li><li><p>Ensure compliance with company data governance, confidentiality, and security policies.</p></li></ul><h2><strong>Qualifications and Experience:</strong></h2><ul><li><p>Bachelor’s degree in Information Technology, Data Analytics, Business Administration, or related field.</p></li><li><p>Proven experience (2–4 years) in data management, business intelligence, or digital transformation roles.</p></li><li><p>Proficiency in <strong>Microsoft Power BI</strong>, Excel (advanced), and data visualization tools.</p></li><li><p>Familiarity with databases, data cleaning, and integration tools (e.g., SQL, SharePoint, Power Automate) is an advantage.</p></li><li><p>Strong analytical thinking, attention to detail, and problem-solving skills.</p></li><li><p>Excellent communication and presentation abilities for both internal and client-facing reporting.</p></li></ul><h2><strong>Core Competencies:</strong></h2><ul><li><p>Data-driven mindset and analytical approach.</p></li><li><p>Strong digital literacy and interest in emerging technologies.</p></li><li><p>Collaboration and teamwork across departments.</p></li><li><p>Proactive attitude and ability to manage multiple priorities.</p></li><li><p>Commitment to accuracy, quality, and continuous improvement.</p></li></ul><p><br></p></div>","Jakarta Selatan, Jakarta Raya","2026-02-03T09:06:16Z","Digitalization Officer"
"PT Pratama Graha Semesta","60908293","https://bx-branding-gateway.cloud.seek.com.au/cd56586d-8c4c-4baf-b040-c3911d8cd1d8.1/serpLogo","Pratama Graha Semesta","Bergabung dengan tim IT dinamis. Paket kompensasi kompetitif, pengembangan karir, dan fleksibilitas kerja.","<div class=""lsj4yq0 _1lpkkfn0""><p><br>Kami mencari seorang Teknisi IT Dukungan/Layanan yang berbakat untuk bergabung dengan tim kami di PT Pratama Graha Semesta di Jakarta Utara. Dalam peran ini, Anda akan menjadi bagian integral dari tim IT kami yang dinamis dan akan bertanggung jawab untuk memastikan kelancaran operasional dan dukungan teknologi bagi seluruh karyawan perusahaan. Posisi ini membutuhkan keterampilan teknis yang kuat, kemampuan komunikasi yang baik, dan semangat untuk membantu orang lain.</p><p><strong>Tanggung Jawab Utama</strong></p><ul><li><p>Menyediakan dukungan teknis langsung dan tak langsung kepada pengguna, termasuk pemecahan masalah hardware, software, dan jaringan.</p></li><li><p>Memantau, mendiagnosis, dan menangani insiden TI untuk memastikan pemulihan yang cepat dan efisien.</p></li><li><p>Memberikan pelatihan dan panduan kepada karyawan terkait penggunaan sistem dan aplikasi TI.</p></li><li><p>Berkoordinasi dengan penyedia layanan eksternal untuk memastikan penyelesaian masalah secara tepat waktu.</p></li><li><p>Memperbarui dokumentasi teknis dan membuat laporan status untuk manajemen.</p></li><li><p>Membantu dalam proyek-proyek TI yang sedang berlangsung sesuai kebutuhan.</p></li></ul><p><strong>Keterampilan, Kualifikasi, dan Pengalaman yang Dibutuhkan</strong></p><ul><li><p>SLTA/Diploma/Sarjana dalam Teknologi Informasi, Komputer, atau bidang terkait.</p></li><li><p>Minimal 2 tahun pengalaman dalam peran dukungan/layanan TI.</p></li><li><p>Pemahaman yang mendalam tentang sistem operasi Windows, jaringan, dan aplikasi perkantoran.</p></li><li><p>Kemampuan diagnostik dan pemecahan masalah yang kuat.</p></li><li><p>Keterampilan komunikasi yang baik, baik lisan maupun tertulis, untuk berinteraksi dengan pengguna di semua tingkatan.</p></li><li><p>Bersemangat untuk belajar dan menguasai teknologi baru.</p></li><li><p>Mempunyai SIM A / Sertifikasi TI yang relevan akan menjadi nilai tambah.</p></li></ul><p><br>Lamar sekarang untuk kesempatan menantang dan menarik untuk berkarir di PT Pratama Graha Semesta!</p><p><br></p></div>","Jakarta Utara, Jakarta Raya","2026-02-02T09:22:06Z","IT Support/Sevice"
"Pengiklan Anonim","",,"Pengiklan Anonim","Memahami instalasi OS dan instalasi Networking","<div class=""lsj4yq0 _1lpkkfn0""><ul><li><p>Memahami instalasi OS dan instalasi Networking</p></li><li><p>Memahami Troubleshooting PC dan printer</p></li><li><p>Mengerti instalasi cctv, support app end user</p></li><li><p>Helpdesk user, &nbsp;Maintenance perangkat IT</p></li><li><p>Pemasangan infrastruktur IT</p></li><li><p>pengalaman 1-2 th</p></li><li><p>Bersedia di tempatkan sesuai unit bisnis yang ada</p></li></ul><p><br></p></div>","Sumatera Selatan","2026-02-09T11:09:39Z","IT Support & Network Staff"
"Rahi Systems Pte. Ltd.","60553118","https://bx-branding-gateway.cloud.seek.com.au/f60a7255-4864-4a4b-b0aa-96aa2ad885d3.1/serpLogo","Rahi Systems","You will be managing data center services for a Giant Tech MNC.","<div class=""lsj4yq0 _1lpkkfn0""><p>Responsibilities<br>• Hardware Support - Installations, Move, Add, Change<br>• Decommission of IT equipment (networks, servers, networks, storage, backup devices)<br>• Media management - HDD/SSD Destruction and Disposals<br>• Connect and disconnect patch cables to equipment in DC<br>• Server Hardware break fix support - Installation of parts, reseat module, SFP module replacement including HDD / Memory / Mainboard, etc.<br>• Regular physical / visual inspection equipment and data center operations facilities<br>• Provide onsite support during scheduled maintenance / change events<br>• Troubleshooting of issues for IT and network related equipment<br>• Inventory management of RMA, cold spares, equipment and tools<br>• Vendor Management - Coordination, Vendor Supervision<br>• DC Access Request Management<br>• POP Site operations support and standby<br>• Provide regular reporting on progress as required (move, change, support request and change) and develop continuously improvement capabilities<br>• Provide after business hours support based on on-call schedule and shift work when required<br>• Any other duties as assigned<br>&nbsp;</p><p>Requirements<br>• Minimum of 1 -3 years’ experience working in the Data Centre operations space<br>• Good understanding and knowledge in data structured cabling and patching<br>• Experienced in hardware support, breakfix and troubleshooting.<br>• Ability to respond to issues and provide timely updates, and escalation<br>• Experience working in a large-scale critical environment is a plus<br>• Fresh graduates with adequate knowledge are welcomed to try<br>&nbsp;</p><p>Advantageous Skills &amp; Knowledge<br>• Rack, space, power and cooling allocations for new install or relocation requests<br>• Capacity management (space, power, cooling, patch panel port availability)<br>• Incident / Change Management Process<br>• Understanding of DC Space, Power, Cooling Management<br>• Certifications eg. CDCP, ITIL, Server+, Linux+, Network+, A+, CCNA.</p></div>","Karawang, Jawa Barat","2026-01-29T03:51:33Z","Data Center Operations Technician (Jakarta, 24/7 shift)"
