occupation_id,occupation_name,competency_unit
TIK.DSC0603,SUPERVISOR INSINYUR DATA (DATA ENGINEER SUPERVISOR),menggunakan sql
TIK.DSC0603,SUPERVISOR INSINYUR DATA (DATA ENGINEER SUPERVISOR),membuat basis data
TIK.DSC0603,SUPERVISOR INSINYUR DATA (DATA ENGINEER SUPERVISOR),membuat integrasi data
TIK.DSC0603,SUPERVISOR INSINYUR DATA (DATA ENGINEER SUPERVISOR),menggunakan data
TIK.DSC0604,ADMINISTRATOR BASIS DATA (DATABASE ADMINISTRATOR),"orang yang bertanggung jawab untuk mengelola dan memelihara database dengan menggunakan keterampilan teknis dan non-teknis untuk memastikan bahwa database aman, andal, dan dapat diakses oleh pengguna yang berwenang."
TIK.DSC0604,ADMINISTRATOR BASIS DATA (DATABASE ADMINISTRATOR),mengelola database
TIK.DSC0604,ADMINISTRATOR BASIS DATA (DATABASE ADMINISTRATOR),mengembangkan dan mengimplementasikan solusi database
TIK.DSC0604,ADMINISTRATOR BASIS DATA (DATABASE ADMINISTRATOR),beretika
TIK.DSC0604,ADMINISTRATOR BASIS DATA (DATABASE ADMINISTRATOR),komunikatif
TIK.DSC0604,ADMINISTRATOR BASIS DATA (DATABASE ADMINISTRATOR),bekerja dalam tim
TIK.DSC0604,ADMINISTRATOR BASIS DATA (DATABASE ADMINISTRATOR),teliti
TIK.DSC0604,ADMINISTRATOR BASIS DATA (DATABASE ADMINISTRATOR),berpikir kritis
TIK.DSC0604,ADMINISTRATOR BASIS DATA (DATABASE ADMINISTRATOR),selalu belajar hal baru
TIK.DSC0604,ADMINISTRATOR BASIS DATA (DATABASE ADMINISTRATOR),mendesain dan membangun database
TIK.DSC0604,ADMINISTRATOR BASIS DATA (DATABASE ADMINISTRATOR),mengelola dan memelihara database
TIK.DSC0604,ADMINISTRATOR BASIS DATA (DATABASE ADMINISTRATOR),memastikan keamanan database
TIK.DSC0604,ADMINISTRATOR BASIS DATA (DATABASE ADMINISTRATOR),melakukan pemulihan data
TIK.DSC0604,ADMINISTRATOR BASIS DATA (DATABASE ADMINISTRATOR),mengakses dan menggunakan database
TIK.DSC0604,ADMINISTRATOR BASIS DATA (DATABASE ADMINISTRATOR),melakukan perubahan pada database
TIK.DSC0604,ADMINISTRATOR BASIS DATA (DATABASE ADMINISTRATOR),membuat dan mengelola akun pengguna database
TIK.DSC0604,ADMINISTRATOR BASIS DATA (DATABASE ADMINISTRATOR),memiliki pemahaman mendalam mengenai pengelolaan data.
TIK.DSC0604,ADMINISTRATOR BASIS DATA (DATABASE ADMINISTRATOR),merancang basis data
TIK.DSC0604,ADMINISTRATOR BASIS DATA (DATABASE ADMINISTRATOR),membuat basis data
TIK.DSC0604,ADMINISTRATOR BASIS DATA (DATABASE ADMINISTRATOR),mengelola kualitas data
TIK.DSC0604,ADMINISTRATOR BASIS DATA (DATABASE ADMINISTRATOR),mengelola dokumen dan konten
TIK.DSC0604,ADMINISTRATOR BASIS DATA (DATABASE ADMINISTRATOR),menggunakan sql
TIK.DSC0604,ADMINISTRATOR BASIS DATA (DATABASE ADMINISTRATOR),menerapkan akses basis data
TIK.DSC0604,ADMINISTRATOR BASIS DATA (DATABASE ADMINISTRATOR),mengadministrasi basis data
TIK.DSC0605,ANALIS INTELIJEN BISNIS (BUSINESS INTELLIGENCE ANALYST),"orang yang bertanggung jawab mengumpulkan, menganalisis, dan menafsirkan data bisnis untuk membantu organisasi membuat keputusan yang lebih baik dengan menggunakan keterampilan teknis dan non-teknis untuk memahami kebutuhan organisasi, mengumpulkan dan membersihkan data, mengembangkan dan menerapkan solusi analitik, dan mengkomunikasikan hasil analisis kepada pengguna."
TIK.DSC0605,ANALIS INTELIJEN BISNIS (BUSINESS INTELLIGENCE ANALYST),mengembangkan dan mengimplementasikan solusi business intelligence
TIK.DSC0605,ANALIS INTELIJEN BISNIS (BUSINESS INTELLIGENCE ANALYST),mengelola dan menganalisis data
TIK.DSC0605,ANALIS INTELIJEN BISNIS (BUSINESS INTELLIGENCE ANALYST),beretika
TIK.DSC0605,ANALIS INTELIJEN BISNIS (BUSINESS INTELLIGENCE ANALYST),komunikatif
TIK.DSC0605,ANALIS INTELIJEN BISNIS (BUSINESS INTELLIGENCE ANALYST),bekerja dalam tim
TIK.DSC0605,ANALIS INTELIJEN BISNIS (BUSINESS INTELLIGENCE ANALYST),teliti
TIK.DSC0605,ANALIS INTELIJEN BISNIS (BUSINESS INTELLIGENCE ANALYST),berpikir kritis
TIK.DSC0605,ANALIS INTELIJEN BISNIS (BUSINESS INTELLIGENCE ANALYST),selalu belajar hal baru
TIK.DSC0605,ANALIS INTELIJEN BISNIS (BUSINESS INTELLIGENCE ANALYST),mengumpulkan dan menganalisis data bisnis
TIK.DSC0605,ANALIS INTELIJEN BISNIS (BUSINESS INTELLIGENCE ANALYST),mengembangkan dan menerapkan solusi analitik
TIK.DSC0605,ANALIS INTELIJEN BISNIS (BUSINESS INTELLIGENCE ANALYST),mengkomunikasikan hasil analisis kepada pengguna
TIK.DSC0605,ANALIS INTELIJEN BISNIS (BUSINESS INTELLIGENCE ANALYST),mengakses dan menggunakan data bisnis
TIK.DSC0605,ANALIS INTELIJEN BISNIS (BUSINESS INTELLIGENCE ANALYST),melakukan koordinasi dengan berbagai pihak terkait
TIK.DSC0605,ANALIS INTELIJEN BISNIS (BUSINESS INTELLIGENCE ANALYST),membuat dan menyampaikan laporan hasil analisis
TIK.DSC0605,ANALIS INTELIJEN BISNIS (BUSINESS INTELLIGENCE ANALYST),memiliki pemahaman mendalam mengenai business intelligence.
TIK.DSC0605,ANALIS INTELIJEN BISNIS (BUSINESS INTELLIGENCE ANALYST),mengumpulkan data
TIK.DSC0605,ANALIS INTELIJEN BISNIS (BUSINESS INTELLIGENCE ANALYST),menelaah data
TIK.DSC0605,ANALIS INTELIJEN BISNIS (BUSINESS INTELLIGENCE ANALYST),memvalidasi data
TIK.DSC0605,ANALIS INTELIJEN BISNIS (BUSINESS INTELLIGENCE ANALYST),menentukan objek data
TIK.DSC0605,ANALIS INTELIJEN BISNIS (BUSINESS INTELLIGENCE ANALYST),mengkonstruksi data
TIK.DSC0605,ANALIS INTELIJEN BISNIS (BUSINESS INTELLIGENCE ANALYST),mengintegrasikan data
TIK.DSC0605,ANALIS INTELIJEN BISNIS (BUSINESS INTELLIGENCE ANALYST),membuat business intelligence
TIK.DSC0606,ANOTATOR (ANNOTATOR),"orang yang bertanggung jawab untuk memberikan label atau deskripsi pada data dengan tingkat keahlian yang tinggi dengan menggunakan keterampilan teknis dan non-teknis untuk memastikan bahwa data yang dilabeli akurat, lengkap, konsisten, dan relevan."
TIK.DSC0606,ANOTATOR (ANNOTATOR),membuat strategi pelabelan data
TIK.DSC0606,ANOTATOR (ANNOTATOR),melakukan annotating data
TIK.DSC0606,ANOTATOR (ANNOTATOR),beretika
TIK.DSC0606,ANOTATOR (ANNOTATOR),komunikatif
TIK.DSC0606,ANOTATOR (ANNOTATOR),bekerja dalam tim
TIK.DSC0606,ANOTATOR (ANNOTATOR),teliti
TIK.DSC0606,ANOTATOR (ANNOTATOR),berpikir kritis
TIK.DSC0606,ANOTATOR (ANNOTATOR),selalu belajar hal baru
TIK.DSC0606,ANOTATOR (ANNOTATOR),mengembangkan dan menerapkan strategi labelisasi data
TIK.DSC0606,ANOTATOR (ANNOTATOR),melakukan audit labelisasi data
TIK.DSC0606,ANOTATOR (ANNOTATOR),mengembangkan dan menerapkan proses dan prosedur labelisasi data
TIK.DSC0606,ANOTATOR (ANNOTATOR),melakukan pelatihan labelisasi data
TIK.DSC0606,ANOTATOR (ANNOTATOR),mengelola sumber daya labelisasi data
TIK.DSC0606,ANOTATOR (ANNOTATOR),melakukan koordinasi dengan berbagai pihak terkait
TIK.DSC0606,ANOTATOR (ANNOTATOR),membuat dan menyampaikan laporan labelisasi data
TIK.DSC0606,ANOTATOR (ANNOTATOR),melakukan tindakan korektif untuk mengatasi masalah labelisasi data
TIK.DSC0606,ANOTATOR (ANNOTATOR),memiliki pemahaman mendalam mengenai labelisasi data.
TIK.DSC0606,ANOTATOR (ANNOTATOR),menentukan label data
TIK.DSC0606,ANOTATOR (ANNOTATOR),memvalidasi data
TIK.DSC0606,ANOTATOR (ANNOTATOR),menentukan objek data
TIK.DSC0606,ANOTATOR (ANNOTATOR),menentukan prosedur pelabelan data
TIK.DSC0606,ANOTATOR (ANNOTATOR),mengidentifikasi kebutuhan pengelolaan data untuk proses bisnis
TIK.DSC0607,INSINYUR KUALITAS DATA (DATA QUALITY ENGINEER),"orang yang bertanggung jawab untuk memastikan kualitas data di suatu organisasi dengan menggunakan keterampilan teknis dan non-teknis untuk memastikan bahwa data yang digunakan oleh organisasi akurat, lengkap, konsisten, dan relevan."
TIK.DSC0607,INSINYUR KUALITAS DATA (DATA QUALITY ENGINEER),mengembangkan dan mengimplementasikan strategi kualitas data
TIK.DSC0607,INSINYUR KUALITAS DATA (DATA QUALITY ENGINEER),melakukan pengukuran dan evaluasi kualitas data
TIK.DSC0607,INSINYUR KUALITAS DATA (DATA QUALITY ENGINEER),beretika
TIK.DSC0607,INSINYUR KUALITAS DATA (DATA QUALITY ENGINEER),komunikatif
TIK.DSC0607,INSINYUR KUALITAS DATA (DATA QUALITY ENGINEER),bekerja dalam tim
TIK.DSC0607,INSINYUR KUALITAS DATA (DATA QUALITY ENGINEER),teliti
TIK.DSC0607,INSINYUR KUALITAS DATA (DATA QUALITY ENGINEER),berpikir kritis
TIK.DSC0607,INSINYUR KUALITAS DATA (DATA QUALITY ENGINEER),selalu belajar hal baru
TIK.DSC0607,INSINYUR KUALITAS DATA (DATA QUALITY ENGINEER),mengembangkan dan menerapkan strategi kualitas data
TIK.DSC0607,INSINYUR KUALITAS DATA (DATA QUALITY ENGINEER),melakukan audit kualitas data
TIK.DSC0607,INSINYUR KUALITAS DATA (DATA QUALITY ENGINEER),mengembangkan dan menerapkan proses dan prosedur kualitas data
TIK.DSC0607,INSINYUR KUALITAS DATA (DATA QUALITY ENGINEER),melakukan pelatihan kualitas data
TIK.DSC0607,INSINYUR KUALITAS DATA (DATA QUALITY ENGINEER),mengelola sumber daya kualitas data
TIK.DSC0607,INSINYUR KUALITAS DATA (DATA QUALITY ENGINEER),melakukan koordinasi dengan berbagai pihak terkait
TIK.DSC0607,INSINYUR KUALITAS DATA (DATA QUALITY ENGINEER),membuat dan menyampaikan laporan kualitas data
TIK.DSC0607,INSINYUR KUALITAS DATA (DATA QUALITY ENGINEER),melakukan tindakan korektif untuk mengatasi masalah kualitas data
TIK.DSC0607,INSINYUR KUALITAS DATA (DATA QUALITY ENGINEER),memiliki pemahaman mendalam mengenai data engineering.
TIK.DSC0607,INSINYUR KUALITAS DATA (DATA QUALITY ENGINEER),mengumpulkan data
TIK.DSC0607,INSINYUR KUALITAS DATA (DATA QUALITY ENGINEER),menelaah data
TIK.DSC0607,INSINYUR KUALITAS DATA (DATA QUALITY ENGINEER),memvalidasi data
TIK.DSC0607,INSINYUR KUALITAS DATA (DATA QUALITY ENGINEER),menentukan objek data
TIK.DSC0607,INSINYUR KUALITAS DATA (DATA QUALITY ENGINEER),membersihkan data
TIK.DSC0607,INSINYUR KUALITAS DATA (DATA QUALITY ENGINEER),mengkonstruksi data
TIK.DSC0607,INSINYUR KUALITAS DATA (DATA QUALITY ENGINEER),menjaga kualitas data
TIK.DSC0501,ILMUWAN DATA MUDA (ASSOCIATE DATA SCIENTIST),"associate data scientist adalah posisi pemula di bidang data science yang bertugas mendukung proses analisis data, pengembangan model pembelajaran mesin sederhana, dan penyajian wawasan data melalui visualisasi. peran ini berfokus pada tugas teknis dasar di bawah supervisi untuk membantu tim menghasilkan solusi berbasis data."
TIK.DSC0501,ILMUWAN DATA MUDA (ASSOCIATE DATA SCIENTIST),pengolahan data (data munging) dan pembersihan data (data cleaning)
TIK.DSC0501,ILMUWAN DATA MUDA (ASSOCIATE DATA SCIENTIST),membantu pengembangan dan implementasi model pembelajaran mesin sederhana
TIK.DSC0501,ILMUWAN DATA MUDA (ASSOCIATE DATA SCIENTIST),menghasilkan visualisasi data untuk menyampaikan wawasan dasar
TIK.DSC0501,ILMUWAN DATA MUDA (ASSOCIATE DATA SCIENTIST),mendukung analisis data awal yang relevan dengan kebutuhan bisnis
TIK.DSC0501,ILMUWAN DATA MUDA (ASSOCIATE DATA SCIENTIST),beretika
TIK.DSC0501,ILMUWAN DATA MUDA (ASSOCIATE DATA SCIENTIST),komunikatif
TIK.DSC0501,ILMUWAN DATA MUDA (ASSOCIATE DATA SCIENTIST),bekerja dalam tim
TIK.DSC0501,ILMUWAN DATA MUDA (ASSOCIATE DATA SCIENTIST),teliti
TIK.DSC0501,ILMUWAN DATA MUDA (ASSOCIATE DATA SCIENTIST),berpikir kritis
TIK.DSC0501,ILMUWAN DATA MUDA (ASSOCIATE DATA SCIENTIST),selalu belajar hal baru
TIK.DSC0501,ILMUWAN DATA MUDA (ASSOCIATE DATA SCIENTIST),mendukung pengembangan dan penerapan model pembelajaran mesin sederhana di bawah supervisi
TIK.DSC0501,ILMUWAN DATA MUDA (ASSOCIATE DATA SCIENTIST),"membersihkan, memproses, dan mengolah data untuk analisis"
TIK.DSC0501,ILMUWAN DATA MUDA (ASSOCIATE DATA SCIENTIST),membuat visualisasi sederhana untuk menyampaikan wawasan dari data
TIK.DSC0501,ILMUWAN DATA MUDA (ASSOCIATE DATA SCIENTIST),membantu tim dalam menyusun laporan berbasis data
TIK.DSC0501,ILMUWAN DATA MUDA (ASSOCIATE DATA SCIENTIST),mengidentifikasi pola dasar atau tren dalam data yang relevan dengan kebutuhan bisnis
TIK.DSC0501,ILMUWAN DATA MUDA (ASSOCIATE DATA SCIENTIST),mengakses data yang relevan untuk analisis dan pengembangan model dasar
TIK.DSC0501,ILMUWAN DATA MUDA (ASSOCIATE DATA SCIENTIST),menyediakan wawasan awal atau dasar untuk mendukung pengambilan keputusan
TIK.DSC0501,ILMUWAN DATA MUDA (ASSOCIATE DATA SCIENTIST),mengusulkan perbaikan sederhana pada proses analisis data berdasarkan hasil yang ditemukan
TIK.DSC0501,ILMUWAN DATA MUDA (ASSOCIATE DATA SCIENTIST),memiliki pemahaman statistik deskriptif;
TIK.DSC0501,ILMUWAN DATA MUDA (ASSOCIATE DATA SCIENTIST),memiliki pemahaman manajemen data.
TIK.DSC0501,ILMUWAN DATA MUDA (ASSOCIATE DATA SCIENTIST),mengumpulkan data
TIK.DSC0501,ILMUWAN DATA MUDA (ASSOCIATE DATA SCIENTIST),menelaah data
TIK.DSC0501,ILMUWAN DATA MUDA (ASSOCIATE DATA SCIENTIST),membersihkan data
TIK.DSC0501,ILMUWAN DATA MUDA (ASSOCIATE DATA SCIENTIST),menentukan label data
TIK.DSC0502,ANALIS DATA MUDA (ASSOCIATE DATA ANALYST),"associate data analyst adalah posisi pemula dalam analisis data yang bertugas mendukung pengumpulan, pengolahan, dan validasi data dari survei dan eksperimen. peran ini berfokus pada tugas teknis sederhana, seperti pemrosesan data dasar dan penerapan pemodelan statistik dasar di bawah supervisi."
TIK.DSC0502,ANALIS DATA MUDA (ASSOCIATE DATA ANALYST),pengumpulan data dari berbagai sumber seperti survei dan eksperimen
TIK.DSC0502,ANALIS DATA MUDA (ASSOCIATE DATA ANALYST),menelaah data untuk memastikan akurasi dan integritasnya
TIK.DSC0502,ANALIS DATA MUDA (ASSOCIATE DATA ANALYST),pemrosesan data dasar untuk analisis lebih lanjut
TIK.DSC0502,ANALIS DATA MUDA (ASSOCIATE DATA ANALYST),melakukan visualisasi data untuk analisis lebih lanjut
TIK.DSC0502,ANALIS DATA MUDA (ASSOCIATE DATA ANALYST),beretika
TIK.DSC0502,ANALIS DATA MUDA (ASSOCIATE DATA ANALYST),komunikatif
TIK.DSC0502,ANALIS DATA MUDA (ASSOCIATE DATA ANALYST),bekerja dalam tim
TIK.DSC0502,ANALIS DATA MUDA (ASSOCIATE DATA ANALYST),teliti
TIK.DSC0502,ANALIS DATA MUDA (ASSOCIATE DATA ANALYST),berpikir kritis
TIK.DSC0502,ANALIS DATA MUDA (ASSOCIATE DATA ANALYST),selalu belajar hal baru
TIK.DSC0502,ANALIS DATA MUDA (ASSOCIATE DATA ANALYST),"mengumpulkan data dari survei, eksperimen, atau sumber lain sesuai kebutuhan proyek"
TIK.DSC0502,ANALIS DATA MUDA (ASSOCIATE DATA ANALYST),menelaah data untuk memastikan kualitas dan keakuratan
TIK.DSC0502,ANALIS DATA MUDA (ASSOCIATE DATA ANALYST),melakukan pembersihan (cleaning) dan pemrosesan data awal
TIK.DSC0502,ANALIS DATA MUDA (ASSOCIATE DATA ANALYST),mendukung pembuatan laporan atau visualisasi data sederhana
TIK.DSC0502,ANALIS DATA MUDA (ASSOCIATE DATA ANALYST),mengakses data yang relevan untuk pengumpulan dan analisis awal
TIK.DSC0502,ANALIS DATA MUDA (ASSOCIATE DATA ANALYST),memberikan rekomendasi data yang telah divalidasi kepada tim
TIK.DSC0502,ANALIS DATA MUDA (ASSOCIATE DATA ANALYST),mendukung validasi metode pemrosesan data yang diterapkan
TIK.DSC0502,ANALIS DATA MUDA (ASSOCIATE DATA ANALYST),memiliki pemahaman statistik deskriptif;
TIK.DSC0502,ANALIS DATA MUDA (ASSOCIATE DATA ANALYST),memiliki pemahaman manajemen data.
TIK.DSC0502,ANALIS DATA MUDA (ASSOCIATE DATA ANALYST),mengumpulkan data
TIK.DSC0502,ANALIS DATA MUDA (ASSOCIATE DATA ANALYST),menelaah data
TIK.DSC0502,ANALIS DATA MUDA (ASSOCIATE DATA ANALYST),menentukan objek data
TIK.DSC0502,ANALIS DATA MUDA (ASSOCIATE DATA ANALYST),membersihkan data
TIK.DSC0502,ANALIS DATA MUDA (ASSOCIATE DATA ANALYST),menggunakan sql
TIK.DSC0502,ANALIS DATA MUDA (ASSOCIATE DATA ANALYST),menggunakan data
TIK.DSC0503,INSINYUR DATA MUDA (ASSOCIATE DATA ENGINEER),"associate data engineer adalah posisi entry-level dalam bidang rekayasa data yang bertugas mendukung pengelolaan proses pengambilan data (data ingestion), pengelolaan pipeline data dasar, dan menjaga integritas data. peran ini berfokus pada tugas teknis sederhana untuk memastikan data tersedia, terstruktur, dan siap digunakan oleh tim terkait."
TIK.DSC0503,INSINYUR DATA MUDA (ASSOCIATE DATA ENGINEER),pemahaman dasar tentang pipeline data dan arsitektur data
TIK.DSC0503,INSINYUR DATA MUDA (ASSOCIATE DATA ENGINEER),penulisan skrip sederhana untuk pengambilan dan pemrosesan data awal
TIK.DSC0503,INSINYUR DATA MUDA (ASSOCIATE DATA ENGINEER),"dukungan dalam proses etl (extract, transform, load)"
TIK.DSC0503,INSINYUR DATA MUDA (ASSOCIATE DATA ENGINEER),memastikan integritas data melalui pemeriksaan kualitas data sederhana
TIK.DSC0503,INSINYUR DATA MUDA (ASSOCIATE DATA ENGINEER),beretika
TIK.DSC0503,INSINYUR DATA MUDA (ASSOCIATE DATA ENGINEER),komunikatif
TIK.DSC0503,INSINYUR DATA MUDA (ASSOCIATE DATA ENGINEER),bekerja dalam tim
TIK.DSC0503,INSINYUR DATA MUDA (ASSOCIATE DATA ENGINEER),teliti
TIK.DSC0503,INSINYUR DATA MUDA (ASSOCIATE DATA ENGINEER),berpikir kritis
TIK.DSC0503,INSINYUR DATA MUDA (ASSOCIATE DATA ENGINEER),selalu belajar hal baru
TIK.DSC0503,INSINYUR DATA MUDA (ASSOCIATE DATA ENGINEER),"membantu pengelolaan proses etl (extract, transform, load) di bawah supervisi"
TIK.DSC0503,INSINYUR DATA MUDA (ASSOCIATE DATA ENGINEER),menulis skrip sederhana untuk proses pengambilan (ingestion) data dari berbagai sumber
TIK.DSC0503,INSINYUR DATA MUDA (ASSOCIATE DATA ENGINEER),memastikan integritas dan kualitas data melalui pemeriksaan data awal
TIK.DSC0503,INSINYUR DATA MUDA (ASSOCIATE DATA ENGINEER),mendukung pengelolaan pipeline data sederhana untuk memastikan data tersedia tepat waktu
TIK.DSC0503,INSINYUR DATA MUDA (ASSOCIATE DATA ENGINEER),memahami konsep arsitektur data dasar untuk mendukung pengembangan pipeline data
TIK.DSC0503,INSINYUR DATA MUDA (ASSOCIATE DATA ENGINEER),mengakses data yang diperlukan untuk proses ingestion dan pipeline
TIK.DSC0503,INSINYUR DATA MUDA (ASSOCIATE DATA ENGINEER),memberikan masukan terkait kualitas data berdasarkan hasil pemeriksaan awal
TIK.DSC0503,INSINYUR DATA MUDA (ASSOCIATE DATA ENGINEER),mendukung proses perancangan pipeline data sederhana di bawah supervisi tim senior
TIK.DSC0503,INSINYUR DATA MUDA (ASSOCIATE DATA ENGINEER),memiliki pemahaman statistik deskriptif;
TIK.DSC0503,INSINYUR DATA MUDA (ASSOCIATE DATA ENGINEER),memiliki pemahaman manajemen data.
TIK.DSC0503,INSINYUR DATA MUDA (ASSOCIATE DATA ENGINEER),menggunakan sql
TIK.DSC0503,INSINYUR DATA MUDA (ASSOCIATE DATA ENGINEER),membuat basis data
TIK.DSC0503,INSINYUR DATA MUDA (ASSOCIATE DATA ENGINEER),membuat integrasi data
TIK.DSC0503,INSINYUR DATA MUDA (ASSOCIATE DATA ENGINEER),menggunakan data
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),"orang yang bertanggung jawab untuk memasukkan data ke dalam sistem penyimpanan data di suatu organisasi dengan menggunakan keterampilan teknis dan non-teknis untuk memastikan bahwa data organisasi dikelola dengan aman, akurat, dan efisien."
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),mengelola data
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),mendukung proses bisnis
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),beretika
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),komunikatif
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),bekerja dalam tim
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),teliti
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),berpikir kritis
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),selalu belajar hal baru
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),menerapkan kebijakan dan prosedur manajemen data
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),"mengelola data organisasi, termasuk data operasional, data analitik, dan data historis"
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),menjaga keamanan dan integritas data organisasi
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),meningkatkan efisiensi dan efektivitas manajemen data organisasi
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),meminta data dari pengguna
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),memasukkan data ke sistem penyimpanan sesuai dengan wewenangnya
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),mengambil tindakan untuk memperbaiki masalah manajemen data
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),memiliki pemahaman mendalam mengenai pengelolaan data.
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),menggunakan perangkat komputer
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),menggunakan sistem operasi
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),menggunakan peralatan peripheral
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),menggunakan perangkat lunak presentasi - tingkat dasar
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),menggunakan penelusur situs web (web browser)
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),menggunakan perangkat lunak pengakses surat elektronik (e-mail client)
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),menggunakan aplikasi media sosial
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),menggunakan perangkat lunak pengolah kata - tingkat lanjut
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),menggunakan perangkat lunak lembar kerja - tingkat lanjut
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),melakukan pemasukan data
TIK.DSC0301,TEKNISI MANAJEMEN DATA (DATA MANAGEMENT TECHNICIAN),mengidentifikasi aspek keamanan informasi pengguna
TIK.DSC0201,OPERATOR ENTRI DATA (DATA ENTRY OPERATOR),orang yang bertanggung jawab untuk memasukkan data ke dalam sistem komputer dengan menggunakan keterampilan teknis untuk memastikan bahwa data yang dimasukkan ke dalam sistem komputer akurat dan lengkap.
TIK.DSC0201,OPERATOR ENTRI DATA (DATA ENTRY OPERATOR),melakukan entry data
TIK.DSC0201,OPERATOR ENTRI DATA (DATA ENTRY OPERATOR),melakukan validasi data
TIK.DSC0201,OPERATOR ENTRI DATA (DATA ENTRY OPERATOR),beretika
TIK.DSC0201,OPERATOR ENTRI DATA (DATA ENTRY OPERATOR),komunikatif
TIK.DSC0201,OPERATOR ENTRI DATA (DATA ENTRY OPERATOR),bekerja dalam tim
TIK.DSC0201,OPERATOR ENTRI DATA (DATA ENTRY OPERATOR),teliti
TIK.DSC0201,OPERATOR ENTRI DATA (DATA ENTRY OPERATOR),berpikir kritis
TIK.DSC0201,OPERATOR ENTRI DATA (DATA ENTRY OPERATOR),selalu belajar hal baru
TIK.DSC0201,OPERATOR ENTRI DATA (DATA ENTRY OPERATOR),membaca dan memahami data yang akan dimasukkan
TIK.DSC0201,OPERATOR ENTRI DATA (DATA ENTRY OPERATOR),memasukkan data ke dalam sistem komputer
TIK.DSC0201,OPERATOR ENTRI DATA (DATA ENTRY OPERATOR),melakukan validasi data
TIK.DSC0201,OPERATOR ENTRI DATA (DATA ENTRY OPERATOR),melakukan koreksi data yang salah
TIK.DSC0201,OPERATOR ENTRI DATA (DATA ENTRY OPERATOR),menjaga kerahasiaan data
TIK.DSC0201,OPERATOR ENTRI DATA (DATA ENTRY OPERATOR),meminta data dari pengguna
TIK.DSC0201,OPERATOR ENTRI DATA (DATA ENTRY OPERATOR),melakukan koreksi data yang salah
TIK.DSC0201,OPERATOR ENTRI DATA (DATA ENTRY OPERATOR),memiliki pemahaman dasar mengenai pengelolaan data.
TIK.DSC0201,OPERATOR ENTRI DATA (DATA ENTRY OPERATOR),menggunakan perangkat lunak presentasi - tingkat dasar
TIK.DSC0201,OPERATOR ENTRI DATA (DATA ENTRY OPERATOR),menggunakan penelusur situs web (web browser)
TIK.DSC0201,OPERATOR ENTRI DATA (DATA ENTRY OPERATOR),melakukan pemasukan data
TIK.DSC0201,OPERATOR ENTRI DATA (DATA ENTRY OPERATOR),menggunakan perangkat lunak pengolah kata tingkat dasar
TIK.DSC0201,OPERATOR ENTRI DATA (DATA ENTRY OPERATOR),menggunakan aplikasi berbasis internet (internet based applications literacy)
