academic_year,course_name,meeting_number,meeting_content
20241,Statistik,8,"1. Two Types of Random Variables 2. Probability Distribbutions for Discrete Random Variablesx 3. Expected Values of Discrete Random Variables 1. Statistics, Eleventh Edition. James T. Mc Clave and Terry Sincich.2009. Prentice G Hall, Upper Saddle River, New Jersey 2. Statistics. Principles and Methods. Sixth Edition. Richard A. Johnson and Gouri K Bhattacharryya. 2011. John Wiley & Sons, Inc. Singapore lecturer and discussion Review midtest materials and discussions. Slides, notes, textbook. Review midtest materials and discussions."
20241,Statistik,9,"1. Events, Sample Spaces and Probability 2. Unions and Intersections 3. Complementary Events 1. Statistics, Eleventh Edition. James T. Mc Clave and Terry Sincich.2009. Prentice G Hall, Upper Saddle River, New Jersey 2. Statistics. Principles and Methods. Sixth Edition. Richard A. Johnson and Gouri K Bhattacharryya. 2011. John Wiley & Sons, Inc. Singapore lecturer and discussion Poisson distribution Textbook, notes Queueing process. Poisson distribution."
20241,Statistik,10,"Central Limit Theorem Slide, notes, textbook. CLT for sample means (averages). CLT for sums. Using the CLT. Statistik | Topic: DISCRETE RANDOM VARIABLES (cont) and CONTINUOUS RANDOM VARIABLES Specific sub-topics: 1. The Hypergeometric Random Variable 2. Conyinuos Probability Distribution 3. The Uniform Distribution 1. Statistics, Eleventh Edition. James T. Mc Clave and Terry Sincich.2009. Prentice G Hall, Upper Saddle River, New Jersey 2. Statistics. Principles and Methods. Sixth Edition. Richard A. Johnson and Gouri K Bhattacharryya. 2011. John Wiley & Sons, Inc. Singapore lecturer and discussion"
20241,Statistik,11,"1. The Hypergeometric Random Variable 2. Conyinuos Probability Distribution 3. The Uniform Distribution 1. Statistics, Eleventh Edition. James T. Mc Clave and Terry Sincich.2009. Prentice G Hall, Upper Saddle River, New Jersey 2. Statistics. Principles and Methods. Sixth Edition. Richard A. Johnson and Gouri K Bhattacharryya. 2011. John Wiley & Sons, Inc. Singapore lecturer and discussion Continuous Random Variable Textbook Introduction to continuous random variable. Uniform distribution. Exponential distribution."
20241,Statistik,12,"Exponential, Normal, CLT Notes, textbook Exponential distribution. Normal distribution. CLT. SAMPLING DISTRIBUTION Specific sub-topics: 1. The Concept of Sampling Distribution 1. Statistics, Eleventh Edition. James T. Mc Clave and Terry Sincich.2009. Prentice G Hall, Upper Saddle River, New Jersey 2. Statistics. Principles and Methods. Sixth Edition. Richard A. Johnson and Gouri K Bhattacharryya. 2011. John Wiley & Sons, Inc. Singapore lecturer and discussion"
20241,Statistik,13,"Confidence interval Textbook. Statistics (Openstax) Ch 8 Single sample population using normal distribution. Single sample population using Student's t-distribution. Sample proportion. Topic: SAMPLING DISTRIBUTION Specific sub-topics: 1. The Concept of Sampling Distribution 1. Statistics, Eleventh Edition. James T. Mc Clave and Terry Sincich.2009. Prentice G Hall, Upper Saddle River, New Jersey 2. Statistics. Principles and Methods. Sixth Edition. Richard A. Johnson and Gouri K Bhattacharryya. 2011. John Wiley & Sons, Inc. Singapore lecturer and discussion"
20241,Statistik,14,"1. Properties of Sampling 2. Distribution : unbiasedness and Minimum Variance â€¢ The Sampling Distribution of x and The central Limit Theorem 1. Statistics, Eleventh Edition. James T. Mc Clave and Terry Sincich.2009. Prentice G Hall, Upper Saddle River, New Jersey 2. Statistics. Principles and Methods. Sixth Edition. Richard A. Johnson and Gouri K Bhattacharryya. 2011. John Wiley & Sons, Inc. Singapore lecturer and discussion Hypothesis testing. Slide, notebook, OpenStax textbook. Hypotesis testing based on a single sample. Inference based on two samples. Grand Total"
20242,Arsitektur dan Organisasi Komputer,1,"Introduction to Computer Organization & Architecture Stalling W. 2016. Computer Organization & Architecture: Designing for Performance, 10th Ed. Student are able to explain the main concept of Introduction to Computer Organization & Architecture Introduction to computer organization and architecture William S. 2016. Computer Organization & Architecture Students are able to explain the main concept of computer organization and architecture"
20242,Arsitektur dan Organisasi Komputer,2,"From silicone to chips Stallings W. Computer Organization and Architecture: Designing for performance Students are able to explain the main components inside the computer/ processors; Students are able to explain the process of making ke chip of processors. Introduction to Computer Architecture â€œComputer Organization and Architecture,â€• by William Stalling. Ninth Edition McGraw-Hill Students are able to explain the main concept of computer architecture, especially Instruction Set Architecture (ISA)"
20242,Arsitektur dan Organisasi Komputer,3,Inside the processor Stallings W. Computer Organization and Architecture Students are able to explain the main concept of FEC and Pipeline inside the processor. Students are able to explain the main concept of processors: pupeline
20242,Arsitektur dan Organisasi Komputer,4,"Electronic Circuit Stallings W. Computer Organization and Architecture: Designing for performance Students are able to explain the main concept of electronic circuits that forms processors and its functionality. Electronics and Circuit Design â€œComputer Organization and Architecture,â€• by William Stalling. Ninth Edition McGraw-Hill Students are able to explain the main components that construct the modern computer"
20242,Arsitektur dan Organisasi Komputer,5,"CPU: Data path and control path Computer Organization and Architecture,â€• by William Stalling. Ninth Edition McGraw-Hill, Students are able to explain the main concept inside the CPU: data and control path. Stallings W., Computer Organization and Architecture: Designing for Performance Students are able to explain the main concept of data path and control inside the CPU."
20242,Arsitektur dan Organisasi Komputer,6,"CPU Computer Organization and Architecture,â€• by William Stalling. Ninth Edition McGraw-Hill 1) Students are able to explain the main function of CPU in the modern computer system. 2) Students are able to explain the main concept of pipeline in the modern processor unit. 3) Students are able to explain the main concept of Fetch-Execute Cycle in the modern processor unit. CPU: Fetch and execute cycle and pipeline Computer Organization and Architecture,â€• by William Stalling. Ninth Edition McGraw-Hill Students are able to explain the main function of CPU in the modern computer system. Students are able to explain the main concept of pipeline in the modern processor unit. Students are able to explain the main concept of Fetch-Execute Cycle in the modern processor unit."
20242,Arsitektur dan Organisasi Komputer,7,"Review â€œComputer Organization and Architecture,â€• by William Stalling. Ninth Edition McGraw-Hill. Students are able to explain or to recap some of the important aspect in computer organization and computer architecture Stallings W. Computer Organization and Architecture: Designing for performance Students are able to explain the main concept behind processors, including the conceptual model, its components, FEC and its application"
20242,Arsitektur dan Organisasi Komputer,8,"Presentasi dengan tema Multiprocessing System Stallings, Computer Organization and Architecture Students are able to explain the main application of multiprocessing system. Workshop on assembly language MIPS MARS Documentation Students are able to utilitize instructions that available on MIPS32bit to solve problems"
20242,Arsitektur dan Organisasi Komputer,9,"Workshop on MIPS MARS â€œComputer Organization,â€• by Carl Hamacher, Zvonko Vranesic and Safwat Zaky. Fifth Edition McGraw-Hill, 2002. tudents are able to relate their understanding of ISA and FEC to the previous lecture. Students are able to create an assembly language as an implementation of ISA's. workshop on mips mars4.5 #2 Charles W. Kann Introduction to MIPS assembly language Students are able to code a program based on MIPS32 architecture"
20242,Arsitektur dan Organisasi Komputer,10,"Memory Stallings W. Computer Organization and Architecture Students are able to explain the main concept of memory Workshop on MIPS MARS Charles Kann, Introduction to MIPS assembly language Students are able to write MIPS program for solving problems"
20242,Arsitektur dan Organisasi Komputer,11,"Memory and I/O William Stallings Designing Processor for performance students can explain the main concepts and its techniques Performance & Instructions William Stallings, Designing processor for performance Students are able to explain the main concept of designing processor to fulfil the needs of"
20242,Arsitektur dan Organisasi Komputer,12,Memory & Instruction Set Architecture (ISA) Computer Organization and Architecture by William Stalling. Ninth Edition McGraw-Hill Students are able to explain the main function of Memory in the modern computer system. Students are able to explain the main concept ofÂ Instruction Set Architecture (ISA) Memory and I/O for parallel computing Stallings W. Computer Organization and Architecture Students are able to explain the main role of memory and I/O in parallel computing
20242,Arsitektur dan Organisasi Komputer,13,"Presentasi Multi Processors Stallings, Computer Organization and Architecture Students are able to present the concept of multi processors systems Presentation on Multiprocessor Stallings, Computer Organization and Architecture Students are able to present their literature findings regarding to multiprocessor system"
20242,Arsitektur dan Organisasi Komputer,14,"Presentasi final project Stallings, Computer Organization and Architecture Students are able to present the final project: literature study on super computer Students are able to present the results of the final project Bahasa Inggris 2"
20242,Bahasa Inggris 2,1,"listening longman Toefl Syllabus, Listening skills 1-3"
20242,Bahasa Inggris 2,2,Listening skills 3-6 longman Toefl listening skills 3-6
20242,Bahasa Inggris 2,3,Structure skills 1-3 longman Toefl Structure skills 1-3
20242,Bahasa Inggris 2,4,Structure skills 4-6 Longman-Toefl Structure
20242,Bahasa Inggris 2,5,Reading skills 4-6 Module A Toefl Reading skills 4-6
20242,Bahasa Inggris 2,6,Reading Comprehension longman Toefl Reading Comprehension skill 1-3
20242,Bahasa Inggris 2,7,Listening skills 14-17 Module A Toefl Listening skills 14-17
20242,Bahasa Inggris 2,8,Grammar and Written Expression longman Toefl Grammar skill 19-26
20242,Bahasa Inggris 2,9,listening Longman-Toefl Structure skills 23-26
20242,Bahasa Inggris 2,10,listening Longman - TOEFL Skills 24-26
20242,Bahasa Inggris 2,11,Reading skills 8-11 longman -toefl Reading
20242,Bahasa Inggris 2,12,Grammar & written expression Longman-Toefl Grammar skill 34 - 42 Bahasa Inggris 2
20242,Bahasa Inggris 2,13,Grammar and Written Expression Longman - TOEFL Grammar skill 33-37
20242,Bahasa Inggris 2,14,Review all skills on toefl Toefl module A Reading Toefl Test Simulation Ethical Hacking
20242,Ethical Hacking,1,"Later, the module discusses hacking and ethical hacking concepts an CEH v.12 Module 1 Attackers break into systems for various reasons and purposes. Therefore, it is important to"
20242,Ethical Hacking,2,Chapter 2: Foot printing and Reconnaissance CEH v12 This module starts with an introduction to foot printing concepts and provides insight into foot
20242,Ethical Hacking,3,Chapter 3 Scanning Networks CEH v12 This module starts with an overview of network scanning and provides an insight into various
20242,Ethical Hacking,4,"Chapter 4 Enumeration CEH v13 The module provides an insight into different techniques for NETBIOS, SNMP, LDAP, NTP, SMTP, DNS,"
20242,Ethical Hacking,5,Chapter 05 Vulnerability CEH v13 This module starts with an introduction to vulnerability assessment concepts. This module also discusses the vulnerability assessment management life cycle and various approaches and tools used
20242,Ethical Hacking,6,"Chapter 6 System Hacking CEH v13 This module starts with an overview of hacking methodology. Later, it discusses in detail various"
20242,Ethical Hacking,7,"Chapter 6 System Hacking CEEH v13 This module starts with an overview of hacking methodology. Later, it discusses in detail various"
20242,Ethical Hacking,8,"Chapter 7 Malware CEH v13 Malware is a program designed to perform malicious acts (The term itself is a contraction of ""malicious software""). Malware such a viruses, Trojans, worms, spyware, and rootkits allow an"
20242,Ethical Hacking,9,Chapter 7 Malware CEH v13 Malware is commonly used by an attacker to compromise target systems. Preventing malware from
20242,Ethical Hacking,10,"Chapter 8 Sniffing CEH v13 This module begins with an overview of sniffing concepts and provides insight into MAC, DHCP, ARP,"
20242,Ethical Hacking,11,"Chapter 9 Social Engineering CEH v13 This module provides insight into human-based, computer-based, and mobile-based social"
20242,Ethical Hacking,12,Vulnerability Assessment NIST SP800-115 Understanding how to conduct Vulnerability Assessment
20242,Ethical Hacking,13,Penetration Test NIST 800-115 Understanding the Security Professional's scope of work and security managed service industry.
20242,Ethical Hacking,14,"Capita Selecta CEHv13, NIST Summarize all topics. Etika Profesi dan Hak Kekayaan Intelektual"
20242,Etika Profesi dan Hak Kekayaan Intelektual,1,Chapter 1 Buku Etika Profesi dan Hak Kekayaan Intelektual Chapter 1
20242,Etika Profesi dan Hak Kekayaan Intelektual,2,Chapter 2 Pearson Mc Graw Hill Chapter 2
20242,Etika Profesi dan Hak Kekayaan Intelektual,3,Chapter 3 Pearson Chapter 3
20242,Etika Profesi dan Hak Kekayaan Intelektual,4,Chapter 4 Pearson Chapter 4
20242,Etika Profesi dan Hak Kekayaan Intelektual,5,
20242,Etika Profesi dan Hak Kekayaan Intelektual,6,Chapter 6 Pearson Chapter 6
20242,Etika Profesi dan Hak Kekayaan Intelektual,7,CHAPTER 7 Pearson CHAPTER 7
20242,Etika Profesi dan Hak Kekayaan Intelektual,8,Chapter 8 Pearson Chapter 8
20242,Etika Profesi dan Hak Kekayaan Intelektual,9,Chapter 9 Pearson Chapter 9
20242,Etika Profesi dan Hak Kekayaan Intelektual,10,Chapter 10 Pearson Chapter 10
20242,Etika Profesi dan Hak Kekayaan Intelektual,11,Chapter 11 Pearson Chapter 11
20242,Etika Profesi dan Hak Kekayaan Intelektual,12,Pertemuan ke 12 Pearson Chapter 12
20242,Etika Profesi dan Hak Kekayaan Intelektual,13,Chapter 13 Pearson Chapter 13
20242,Etika Profesi dan Hak Kekayaan Intelektual,14,chapter 14 Pearson Chapter 14 Informatika Sosial
20242,IT Project Management,1,"KONSEP MANAJEMEN PROYEK TEKNOLOGI INFORMASI (TI) MANAJEMEN PROYEK TEKNOLOGI INFORMASI (TI) Dr. Ir. Ridwan Daud Mahande, S.Pd., M.Pd., IPM. Setelah membaca materi Bab 1 tentang Konsep Manajemen Proyek Teknologi Informasi (TI), mahasiswa diharapkan mampu: 1. Memahami konsep manajemen proyek TI 2. Mengidentifikasi aspek - aspek penting dalam manajemen proyek TI 3. Menjelaskan berbagai pendekatan dan atribut dalam manajemen proyek TI Project Integration Management Schwalbe K., 2016. Information Technology Project Management. 8th edition. Cengage USA. ï•½ Describe an overall framework for project integration management as it relates to the other project management knowledge areas and the project life cycle ï•½ Discuss the strategic planning process and apply different project selection methods ï•½ Explain the importance of creating a project charter to formally initiate projects ï•½ Describe project management plan development, understand the content of these plans, and"
20242,IT Project Management,2,"Introduction to Project Management Schwalbe K., 2016. Information Technology Project Management. 8 th edition. Cengage USA. Understand the growing need for better project management, especially for information technology (IT) projects Explain what a project is, provide examples of IT projects, list various attributes of projects, and describe the triple constraint of project management Describe project management and discuss key elements of the project management framework, including project stakeholders, the project management knowledge areas, common tools and techniques, and project success IT Project Management | The Project Management and Information Technology Context Information Technology Management Project Schwalbe 9th Edition After reading this chapter, you will be able to: â€¢ Define the systems view of project management and how it applies to information technology (IT) projects â€¢ Summarize organizations, including the four frames, organizational structures, and organizational culture â€¢ Explain why stakeholder management and top management commitment are critical for a projectâ€™s success â€¢ Distinguish between project and product life cycles â€¢ Discuss the unique attributes and diverse nature of IT projects â€¢ Summarize recent trends affecting IT project management, including globalization, outsourcing, virtual teams, and agile project management"
20242,IT Project Management,3,"The Project Management and Information Technology Context Schwalbe K., 2016. Information Technology Project Management. 8th edition. Cengage USA. Chapter 2. -Describe the systems view of project management and how it applies to information technology (IT) projects -Understand organizations, including the four frames, organizational structures, and organizational The Project Management Process Groups Information Technology Management Project. Schwalbe. 9th Edition L e a r n i n g O b j e c t i v e s After reading this chapter, you will be able to: â€¢ Describe the five project management process groups, the typical level of activity for each, and the interactions among them â€¢ Relate the project management process groups to the project management knowledge areas â€¢ Discuss how organizations develop information technology (IT) project management methodologies to meet their needs â€¢ Review a case study of an organization applying the project management process groups to manage an IT project, describe outputs of each process group, and understand the contribution that effective initiating, planning, executing, monitoring and controlling, and closing make to project success â€¢ Review a case study of the same project managed with an agile focus and compare the key differences between an agile approach and a predictive approach â€¢ Describe several templates for creating documents for each process group"
20242,IT Project Management,4,"Project Integration Management Information Technology Management Project Schwalbe 9th Edition Describe an overall framework for project integration management as it relates to the other project management knowledge areas and the project life cycle â€¢ Discuss the strategic planning process and apply different project selection methods â€¢ Explain the importance of creating a project charter to formally initiate projects â€¢ Describe project management plan development, understand the content of these plans, and describe approaches for creating them The Project Management Process Groups: A Case Study Schwalbe K., 2016. Information Technology Project Management. 8th edition. Cengage USA ï•½ Describe the five project management process groups, the typical level of activity for each, and the interactions among them ï•½ Understand how the project management process groups relate to the project management knowledge areas ï•½ Discuss how organizations develop information technology (IT) project management methodologies to meet their needs ï•½ Review a case study of an organization applying the project management process groups to"
20242,IT Project Management,5,"Project Scope Management Information Technology Management Project, Schwalbe, 9th Edition List key reasons why good project scope management is important â€¢ Describe the process of planning scope management â€¢ Discuss methods for collecting and documenting requirements to meet stakeholder needs and expectations â€¢ Explain the scope definition process and describe the contents of a project scope statement â€¢ Discuss the process for creating a work breakdown structure using the analogy, top-down, bottom-up, and mind-mapping approaches â€¢ Explain the importance of validating scope and how it relates to defining and controlling scope â€¢ Given an information technology (IT) project situation, show how recommended approaches for controlling scope can improve the potential for project success IT Project Management | Project Time Management Schwalbe K., 2016. Information Technology Project Management. 8th edition. Cengage USA ï•½ Understand the importance of project schedules and good project time management ï•½ Discuss the process of planning schedule management ï•½ Define activities as the basis for developing project schedules ï•½ Describe how project managers use network diagrams and dependencies to assist in activity sequencing"
20242,IT Project Management,6,"Project Schedule Management Information Technology Management Project Schwalbe, 9th Edition Discuss the process of planning schedule management â€¢ Define activities as the basis for developing project schedules â€¢ Describe how project managers use network diagrams and dependencies to assist in activity sequencing â€¢ Explain how various tools and techniques help project managers perform activity duration estimates â€¢ Use a Gantt chart for planning and tracking schedule information, find the critical path for a project, and describe how critical chain scheduling and the Program Evaluation and Review Technique (PERT) affect schedule development â€¢ Compare how schedule management is addressed using Agile vs. more predictive project approaches â€¢ Discuss how reality checks and discipline are involved in controlling and managing changes to the project schedule Project Scope Management Schwalber, Kathy, ""Information Technology Project Management"". ï•½ Understand the importance of good project scope management ï•½ Describe the process of planning scope management ï•½ Discuss methods for collecting and documenting requirements to meet stakeholder needs and expectations ï•½ Explain the scope definition process and describe the contents of a project scope statement ï•½ Explain the importance of validating scope and how it relates to defining and controlling scope ï•½ Understand the importance of controlling scope and approaches for preventing scope-related problems on information technology (IT) projects ï•½ Describe how software can assist in project scope management"
20242,IT Project Management,7,"Project Cost Management Information Technology Management Project Schwalbe 9th Edition Develop a justification for project cost management and its importance in achieving project success â€¢ Explain basic project cost management principles, concepts, and terms â€¢ Describe the process of planning cost management â€¢ Discuss different types of cost estimates and methods for preparing them â€¢ Using an example of an information technology (IT) project, list and describe the processes of determining a budget and preparing a cost estimate â€¢ Justify the use of earned value management and project portfolio management to assist in cost control â€¢ Describe how project management software can assist in project cost management â€¢ Discuss considerations for agile/adaptive environments Schwalbe, Kathy, ""Information Technology Project Management"". ï•½ Understand the importance of project cost management ï•½ Explain basic project cost management principles, concepts, and terms ï•½ Describe the process of planning cost management ï•½ Discuss different types of cost estimates and methods for preparing them ï•½ Understand the processes of determining a budget and preparing a cost estimate for an information technology (IT) project ï•½ Understand the benefits of earned value management and project portfolio management to assist"
20242,IT Project Management,8,Presentation Presentation Presentation Project Quality Management Information Technology Management Project Schwalbe 9th Edition Develop a justification for project quality management and its importance in achieving project success for information technology (IT) products and services â€¢ Define project quality management and understand how quality relates to various aspects of IT projects â€¢ Describe quality management planning and how quality and scope management are related â€¢ Discuss the importance of managing quality and quality assurance â€¢ Explain the main outputs of the quality control process IT Project Management
20242,IT Project Management,9,"Project Quality Management Schwalbe, Kathy, ""Information Technology Project Management"". â€‹-Understand the importance of project quality management for information technology (IT) products and services -â€‹Define project quality management and understand how quality relates to various aspects of IT projects -â€‹Describe quality management planning and how quality and scope management are related -Discuss the importance of quality assurance -â€‹Explain the main outputs of the quality control process -â€‹Understand the tools and techniques for quality control, such as the Seven Basic Tools of Quality, statistical sampling, Six Sigma, and testing -â€‹Summarize the contributions of noteworthy quality experts to modern quality management Project Quality Management Information Technology Management Project Schwalbe, 9th Edition People are the most important assets in organizations and on projects. Therefore, it is essential for project managers to be good human resource managers. They must also make effective use of physical resources. The major processes of project resource management include planning resources,"
20242,IT Project Management,10,"Project Communications Management Information Technology Management Project. Schwalbe 9th Edition Discuss the role of soft skills in IT project management, and highlight the importance of good communications as one means of achieving project success â€¢ Review key concepts related to communications â€¢ Explain the elements of planning project communications and how to create a communications management plan â€¢ Describe how to manage communications, including communication technologies, media, and performance reporting â€¢ Discuss methods for controlling communications to ensure that information needs are met throughout the life of the project Project Human Resource Management Schwalbe, Kathy, ""Information Technology Project Management"". ðŸž‚â€‹Explain the importance of good human resource management on projects, including the current state of the global IT workforce and future implications for it ðŸž‚â€‹Define project human resource management and understand its processes ðŸž‚â€‹Summarize key concepts for managing people by understanding theories of motivation,"
20242,IT Project Management,11,"Project Communications Management Schwalbe, Kathy, ""Information Technology Project Management"". ï•½ Understand the importance of good communications on projects and the need to develop soft skills, especially for IT project managers and their teams ï•½ Review key concepts related to communications ï•½ Explain the elements of planning project communications and how to create a communications management plan ï•½ Describe how to manage communications, including communication technologies, media, and performance reporting Project Risk Management Information Technology Management Project, Schwalbe 9th Edition Discuss the elements of planning risk management and the contents of a risk management plan â€¢ List common sources of risks on information technology (IT) projects â€¢ Describe the process of identifying risks and create a risk register and risk report â€¢ Discuss qualitative risk analysis and explain how to calculate risk factors, create probability/impact matrixes, and apply the Top Ten Risk Item Tracking technique to rank risks"
20242,IT Project Management,12,"Project Procurement Management Information Technology Management Project Schwalbe, 9th Edition Describe the work involved in planning procurements for projects, including determining the proper type of contract to use and preparing a procurement management plan, statement of work, source selection criteria, and make-or-buy analysis â€¢ Discuss how to conduct procurements and strategies for obtaining seller responses, selecting sellers, and awarding contracts â€¢ Describe the process of controlling procurements by managing procurement relationships and monitoring contract performance â€¢ Discuss types of software that are available to assist in project procurement management Schwalbe, Kathy, ""Information Technology Project Management"". ï•½ Understand the importance of project procurement management and the increasing use of outsourcing for information technology (IT) projects ï•½ Describe the work involved in planning procurements for projects, including determining the proper type of contract to use and preparing a procurement management plan, statement of work, source selection criteria, and make or buy analysis ï•½ Discuss how to conduct procurements and strategies for obtaining seller responses , selecting IT Project Management"
20242,IT Project Management,13,"Project Risk Management Schwalbe, Kathy, ""Information Technology Project Management"". Understand risk and the importance of good project risk management Discuss the elements of planning risk management and the contents of a risk management plan â€‹List common sources of risks on information technology (IT) projects â€‹Describe the process of identifying risks and create a risk register Discuss qualitative risk analysis and explain how to calculate risk factors, create probability/impact matrixes, and apply the Top Ten Risk Item Tracking technique to rank risks Explain quantitative risk analysis and how to apply decision trees, simulation, and sensitivity analysis to quantify risks Provide examples of using different risk response planning strategies to address both negative and positive risks Discuss how to control risks Review and Study Case of Project Management James Cadle and Donald Yeates, 2008, Project Management for Information System, 5th Ed Students are able to explain the main objective of Project Management and explain some of the related examples regarding to IT Project Management"
20242,IT Project Management,14,"Presentasi Proyek Akhir Mata Kuliah Manajemen Proyek IT Kathy Schwalbe, Information Technology Project Management, 8Eds Mahasiswa dapat mempresentasikan hasil akhir proyek IT Project Stakeholder Management Schwalbe, Kathy, ""Information Technology Project Management"". ï•½ Understand the importance of project stakeholder management throughout the life of a project ï•½ Discuss the process of identifying stakeholders, how to create a stakeholder register, and how to perform a stakeholder analysis ï•½ Describe the contents of a stakeholder management plan Understand the process of managing stakeholder engagement and how to use an issue log effectively Kalkulus II"
20242,Informatika Sosial,1,"INFORMATION SOCIETY INFORMATION SOCIETY INFORMATION SOCIETY : - Definition - Characterstic Era Informasi - Dampak Positif - Dampak Negatif - Tantangan di Era Informasi - Case study introduction to social informatics Baase,Sara. (2013). A Gift of Fire (4). England: Pearson Education. Students are able to explain the main background why it is important to study social informatics."
20242,Informatika Sosial,2,"Introduction to Social Informatics Social Informatics: A New Persp Article Journal Scopus - Introduction - Socio-technical Interaction Networks: The Vitality of Electronic Journals - How Social Context Matters: Intranets in Action - How Work Process Matters - A Socio-technical Approach to ICT Infrastructures: Public Access to Information v the gift of fire Sara Baase, the gift of fire students are able to explain the pros and cons of technology usages"
20242,Informatika Sosial,3,"Ethical point of views Baase S. The Gift of Fire Students are able to explain some of the ethical point of view. Social Informatics concepts & Social Networks Rosenbaum H & Fichman P. 2014. Social Informatics: Past, Present and Future. Cambridge Scholars - Social informatics menurut Rob Kling - History of social informatics - Social Networks - Social networks for business - The future social networks - Case study"
20242,Informatika Sosial,4,"Privacy Sara Baase, the gift of fire Students are able to explain the main concept of privacy and its applications. Informatika Sosial | Social and computational issues in Social Informatics: Social Inform Rosenbaum H & Fichman P. 2014. Social Informatics: Past, Present and Future. Cambridge Scholars Social and computational issues in Social Informatics: Social Informatics & Privacy : - Social informatics and Privacy - Issues in Social - Issues in Computational - Case study"
20242,Informatika Sosial,5,"Privacy and freedom of speech Baase S. The Gift of Fire Students are able to explain the main concept and its application of privacy and freedom of speech. Social and computational issues in Social Informatics: Freedom of Rosenbaum H & Fichman P. 2014. Social Informatics: Past, Present and Future. Cambridge Scholar Social and computational issues in Social Informatics: Freedom of Speech : - Introduction - Challenges and Opportunities of Freedom of Speech - How to resolve as a Government, as a Owner of platform, as a User media social account - Case study - Discussion"
20242,Informatika Sosial,6,"Freedom of Speech & Intellectual Property Rights Sara Baase, A Gift of Fire Students are able to explain the consequences of the technology implementation in terms of intellectual properties such as copyright and patent. Students are able to present some of the example (case) of intellectual properties such as copyright and patent. Social and computational issues in Social Informatics: Intellectual Rosenbaum H & Fichman P. 2014. Social Informatics: Past, Present and Future. Cambridge Scholars Social and computational issues in Social Informatics: Intellectual Property : - Introduction - Challenges and Opportunities of Intellectual Property - Fair Usage Policy in Indonesia - Case study - Discussion"
20242,Informatika Sosial,7,"Review on ethics, privacy, fos dan ip Sara Baase, the gift of fire students are able to answers the questions regarding to ethics, privacy, fos dan ip Social and computational issues in Social Informatics: Freedom of S Rosenbaum H & Fichman P. 2014. Social Informatics: Past, Present and Future. Cambridge Scholars Social and computational issues in Social Informatics: Freedom of Speech and Intellectual Property : - Introduction - Freedom of Speech - Intellectual Property - Case study"
20242,Informatika Sosial,8,"Cyber space, Crime & work A Gift of Fire (Fourth Edition); Sara Baase 2012 Pearson Students are able to explain the consequences of the technology implementation in terms of ethical issues at work Social and computational issues in Social Informatics: Cyber Crime Baase S. 2012. A Gift of Fire (Fourth Edition) Pearson Social and computational issues in Social Informatics: Cyber Crime : - Introduction - Fraud - Fraud Diamond Theory - Financial Crime - Case Study"
20242,Informatika Sosial,9,"Ruang siber Sara Baase, the gift of fire Mahasiswa dapat menjelaskan peran etika di dalam berinteraksi di tuang siber Social Informatics Baase S. 2012. A Gift of Fire (Fourth Edition) Pearson Social Informatics and computational issues in Social Informatics: Work"
20242,Informatika Sosial,10,"Social and computational issues in Social Informatics: Risks Contex Rosenbaum H & Fichman P. 2014. Social Informatics: Past, Present and Future. Cambridge Scholars Social and computational issues in Social Informatics: Risks Context - Introduction - Mitigation Risk in Social and Economy - Social Discrimination - Case study - Discussion Work ethics Sara Baase, the gift of fire Students can explain the main principles of work ethics."
20242,Informatika Sosial,11,"Social and computational issues in Social Informatics: Failures Con Rosenbaum H & Fichman P. 2014. Social Informatics: Past, Present and Future. Cambridge Scholars Social and computational issues in Social Informatics: Failures Context - Introduction - Mitigation Failures, Root and Implication - Case study - Discussion Work Ethics and Evaluating Technology Sara Baase, the gift of fire Students are able to conduct field research to gather data of how value, ethics and work ethics are Informatika Sosial"
20242,Informatika Sosial,12,"Social and computational issues in Social Informatics: Evaluating a Rosenbaum H & Fichman P. 2014. Social Informatics: Past, Present and Future. Cambridge Scholars Social and Computational Issues in Social Informatics: Evaluating and Controlling Technology : - Definition - Evaluating Technology - Controlling Technology - Case Study - Discussion Work ethics Sara Baase, The Guft of Fire Students are able to present the research finding"
20242,Informatika Sosial,13,"Controlling the technology Baase S. The Gift of Fire Students are able to explain the advantages and disadvantages of technology Social and computational issues in Social Informatics: Errors, Failu Rosenbaum H & Fichman P. 2014. Social Informatics: Past, Present and Future. Cambridge Scholars Social and computational issues in Social Informatics: Errors, Failures, andn Risks : - Introduction - Errors - Failures - Risks - Case Study - Disscussion"
20242,Informatika Sosial,14,"Professional ethics and responsibility Sara Baase, the gift of fire Students are able to explain the main concept of Professional ethics and responsibility in computing Social and computational issues in Social Informatics: Professional Rosenbaum H & Fichman P. 2014. Social Informatics: Past, Present and Future. Cambridge Scholars Social and computational issues in Social Informatics: Professional Ethics and Responsibilities : - Introduction - Primary Issues in Professional Ethics and Responsibilities - Computer Security - Computer Ethic for Professional - Case study - Discussion Interpersonal Skill"
