academic_year,course_name,meeting_number,meeting_content
20241,Interpersonal Skill,8,"Conversational Messages The Interpersonal Communication Book by Joseph DeVito, 15th Edition Conversational Messages"
20241,Interpersonal Skill,9,"Foundations of Interpersonal Communication The Interpersonal Communication Book by Joseph DeVito, 15th Edition Foundations of Interpersonal Communication"
20241,Interpersonal Skill,10,"Interpersonal Relationship Types The Interpersonal Communication Book by Joseph DeVito, 15th Edition Interpersonal Relationship Types"
20241,Interpersonal Skill,11,"Interpersonal Power and Influence The Interpersonal Communication Book by Joseph DeVito, 15th Edition Interpersonal Power and Influence"
20241,Interpersonal Skill,12,"Review The Interpersonal Communication Book by Joseph DeVito, 15th Edition Review Assignment Task"
20241,Interpersonal Skill,13,"Interpersonal Conflict and Conflict Management The Interpersonal Communication Book by Joseph DeVito, 15th Edition Interpersonal Conflict and Conflict Management"
20241,Interpersonal Skill,14,"Review The Interpersonal Communication Book by Joseph DeVito, 15th Edition Review Assignment. Kalkulus I"
20241,Kalkulus I,1,"a. Penjelasan Fungsi b. Menggunakan Fungsi c. sistem bilangan d. Bilangan kompleks William L. Briggs, Lyle Cochran. Calculus 3rd Ed. Pearson. 2011George B. Thomas, Maurice D. Weir, Joel R. Hass; Thomasâ€™ Calculus 12th Ed.; Pearson Education, Inc., 2010.B. H. Anton, I. C. Bivens, and S. Davis. Calculus: Late Transcendentals. John Wiley & Sons, Inc., 8th Ed., 2010. a. Penjelasan Fungsi b. Menggunakan Fungsi c. sistem bilangan d. Bilangan kompleks"
20241,Kalkulus I,2,Functions. Textbook. Slides/notes. Openstax text. Functions definitions. Difference between functions and relations. Tests for functions. Functions characteristics.
20241,Kalkulus I,3,"Functions (continued) William L. Briggs, Lyle Cochran. Calculus 3rd Ed. Pearson. 2011 George B. Thomas, Maurice D. Weir, Joel R. Hass; Thomasâ€™ Calculus 12th Ed.; Pearson Education, Inc., 2010. B. H. Anton, I. C. Bivens, and S. Davis. Calculus: Late Transcendentals. John Wiley & Sons, Inc., 8th Ed., 2010. a. Gambaran Tentang Function b. Definisi Function c. Teknik Menghitung Nilai Functions"
20241,Kalkulus I,4,"Fungsi komposit William L. Briggs, Lyle Cochran. Calculus 3rd Ed. Pearson. 2011George B. Thomas, Maurice D. Weir, Joel R. Hass; Thomasâ€™ Calculus 12th Ed.; Pearson Education, Inc., 2010.B. H. Anton, I. C. Bivens, and S. Davis. Calculus: Late Transcendentals. John Wiley & Sons, Inc., 8th Ed., 2010. Definisi fungsi komposit. Domain dan Range fungsi komposit. Contoh"
20241,Kalkulus I,5,"a. Kontinuitasb. Precise Definitions of Limitsc. Review Exercises William L. Briggs, Lyle Cochran. Calculus 3rd Ed. Pearson. 2011George B. Thomas, Maurice D. Weir, Joel R. Hass; Thomasâ€™ Calculus 12th Ed.; Pearson Education, Inc., 2010.B. H. Anton, I. C. Bivens, and S. Davis. Calculus: Late Transcendentals. John Wiley & Sons, Inc., 8th Ed., 2010. a. Kontinuitasb. Precise Definitions of Limitsc. Review Exercises"
20241,Kalkulus I,6,"a. Pengenalan Terhadao Turunanb. Aturan-Aturan pada Turunanc. Peraturan Hasil dan Pembagian William L. Briggs, Lyle Cochran. Calculus 3rd Ed. Pearson. 2011George B. Thomas, Maurice D. Weir, Joel R. Hass; Thomasâ€™ Calculus 12th Ed.; Pearson Education, Inc., 2010.B. H. Anton, I. C. Bivens, and S. Davis. Calculus: Late Transcendentals. John Wiley & Sons, Inc., 8th Ed., 2010. a. Pengenalan Terhadao Turunanb. Aturan-Aturan pada Turunanc. Peraturan Hasil dan Pembagian"
20241,Kalkulus I,7,"a. Turunan Fungsi Trigonometrib. Turunan Sebagai Nilai Peubahc. Aturan Rantai William L. Briggs, Lyle Cochran. Calculus 3rd Ed. Pearson. 2011George B. Thomas, Maurice D. Weir, Joel R. Hass; Thomasâ€™ Calculus 12th Ed.; Pearson Education, Inc., 2010.B. H. Anton, I. C. Bivens, and S. Davis. Calculus: Late Transcendentals. John Wiley & Sons, Inc., 8th Ed., 2010. a. Turunan Fungsi Trigonometrib. Turunan Sebagai Nilai Peubahc. Aturan Rantai"
20241,Kalkulus I,8,"Application of Derivatives. William L. Briggs, Lyle Cochran. Calculus 3rd Ed. Pearson. 2011George B. Thomas, Maurice D. Weir, Joel R. Hass; Thomasâ€™ Calculus 12th Ed.; Pearson Education, Inc., 2010.B. H. Anton, I. C. Bivens, and S. Davis. Calculus: Late Transcendentals. John Wiley & Sons, Inc., 8th Ed., 2010. Review: Midtest. Applications of derivatives: mean value theorem, monotonicity, min/max problem."
20241,Kalkulus I,9,"a. Implicit Differentiationb. Related Ratesc. Review Exercises William L. Briggs, Lyle Cochran. Calculus 3rd Ed. Pearson. 2011George B. Thomas, Maurice D. Weir, Joel R. Hass; Thomasâ€™ Calculus 12th Ed.; Pearson Education, Inc., 2010.B. H. Anton, I. C. Bivens, and S. Davis. Calculus: Late Transcendentals. John Wiley & Sons, Inc., 8th Ed., 2010. a. Implicit Differentiationb. Related Ratesc. Review Exercises"
20241,Kalkulus I,10,Applications of derivatives. Quiz. Quiz on applicaitons of derivatives.
20241,Kalkulus I,11,"Fundamental theorem of calculus Part 1 and 2 Slides, notes, textbook Primitive functions. Indefinite integrals. Exercise."
20241,Kalkulus I,12,"Basic integration principles. William L. Briggs, Lyle Cochran. Calculus 3rd Ed. Pearson. 2011George B. Thomas, Maurice D. Weir, Joel R. Hass; Thomasâ€™ Calculus 12th Ed.; Pearson Education, Inc., 2010.B. H. Anton, I. C. Bivens, and S. Davis. Calculus: Late Transcendentals. John Wiley & Sons, Inc., 8th Ed., 2010. Integrals as areas concept. Riemann sum. Exercise. Kalkulus I"
20241,Kalkulus I,13,"a. Menghitung Luas Area di Bawah Kurvab. Integral Tertentuc. Teorema Fundamental Kalkulus William L. Briggs, Lyle Cochran. Calculus 3rd Ed. Pearson. 2011George B. Thomas, Maurice D. Weir, Joel R. Hass; Thomasâ€™ Calculus 12th Ed.; Pearson Education, Inc., 2010B. H. Anton, I. C. Bivens, and S. Davis. Calculus: Late Transcendentals. John Wiley & Sons, Inc., 8th Ed., 2010 a. Menghitung Luas Area di Bawah Kurvab. Integral Tertentuc. Teorema Fundamental Kalkulus c. Teknik integral"
20241,Kalkulus I,14,"Integral techniques and application. Notes, slides. Integral with parsial fraction expansion. Using integral to calculate volume. Keamanan Teknologi Informasi"
20241,Keamanan Teknologi Informasi,1,"Overview of Computer Security Technology and Principles, Cryptographic Tools & Threat, Vulnerability Landscape 1.William Stallings, Lawrie Brown; Computer Security : Principles and Practice 2nd Ed.; Pearson Education, Limited., 2012. 2. William Stallings, Cryptography and Network Security, Principles and Practice 5th Edition ; Pearson Education Inc., 2011. 3. ISACA, Certified Information Security Manager (CISM Â®) Review Manual 2018 ; ISACA Press, 2018. 4. Nathan House; The Complete Cyber Security Course, Volume 1 ; StationX, 2016. 1. Overview of Computer Security Concepts 2. Threats, Attacks and Assets 3. Security Functional Requirements 4. A Security Architecture for Open Systems 5. Computer Security Trends 6. Computer Security Strategy 7. Confidentiality with Symmetric Encryption 8. Message Authentication and Hash Functions 9. Public-Key Encryption 10. Digital Signatures and Key Management 11. Random and Pseudorandom Numbers 12. Practical Application : Encryption of Stored Data"
20241,Keamanan Teknologi Informasi,2,"User Authentication & Access Control & Database Security 1. William Stallings, Lawrie Brown; Computer Security : Principles and Practice 2nd Ed.; Pearson Education, Limited., 2012.(Chapter 3, 4, 5). 2. William Stallings, Cryptography and Network Security, Principles and Practice 5th Edition ; Pearson Education Inc., 2011 (Chapter 15). 1. Means of Authentication 2. Password-Based Authentication 3. Token-Based Authentication 4. Biometric Authentication 5. Remote User Authentication 6. Security Issues for User Authentication 7. Practical Application : An Iris Biometric System 8. Case Study : Security Problems for ATM Systems 9. Access Control Principles 10. Subjects, Objects and Access Rights 11. Discretionary Access Control 12. Example : UNIX File Access Control 13. Role-Based Access Control (RBAC) 14. Case Study : RBAC System for a Bank 15. The need for database security 16. Database Management Systems 17. Relational Databases 18. Database Access Control 19. Inference 20. Statistical Database 21. Database Encryption 22. Cloud Security"
20241,Keamanan Teknologi Informasi,3,"Malicious Software & Denial-of-Service Attacks 1. William Stallings, Lawrie Brown; Computer Security : Principles and Practice 2nd Ed.; Pearson Education, Limited., 2012 (Chapter 6, 7). 2. Nathan House; The Complete Cyber Security Course, Volume 1 ; StationX, 2016 (Chapter 1. Types of Malicious Software 2. Propagation-Infected Content-Viruses 3. Propagation-Vulnerability Exploit-Worms 4. Propagation-Social Engineering-SPAM E-mail- Trojans 5. Payload-System Corruption 6. Payload-Attack Agent-Zombie, Bots 7. Payload-Information Theft-Keyloggers, Phishing, Spyware 8. Payload-Stealthing-Backdoors, Rootkits 9. Countermeasures 10. Malware, viruses, rootkits and RATs 11. Security Bugs and Vulnerabilities: The Vulnerability Landscape 12. Spyware, Adware, Scareware, PUPs and Browser hijacking 13. What is Phishing, Vishing and SMShing 14. Spamming and Doxing 15. Denial-of-Service Attacks 16. Flooding Attacks 17. Distributed Denial-of-Service Attacks 18. Application-Based Bandwidth Attacks 19. Reflector and Amplifier Attacks 20. Defenses against Denial-of- Service Attack 21. Responding to a Denial-of-Service Attack Keamanan Teknologi Informasi"
20241,Keamanan Teknologi Informasi,4,"Intrusion Detection & Firewalls and Intrusion Prevention Systems William Stallings, Lawrie Brown; Computer Security : Principles and Practice 2nd Ed.; Pearson Education, Limited., 2012 (Chapter 8, 9) 1. Intruders 2. Intrusion Detection 3. Host-Based Intrusion Detection 4. Distribution Host-Based Intrusion Detection 5. Network-Based Intrusion Detection 6. Distributed Adaptive Intrusion Detection 7. Intrusion Detection Exchange Format 8. Honeypots 9. Example System : Snort 10. The Need for Firewalls 11. Firewall Characteristics 12. Types of Firewalls 13. Firewall Basing 14. Firewall Location and Configuration 15. Intrusion Prevention Systems 16. Example : Unified Threat Management Products"
20241,Keamanan Teknologi Informasi,5,"Buffer Overflow & Software Security and Operating System Security William Stallings, Lawrie Brown; Computer Security : Principles and Practice 2nd Ed.; Pearson Education, Limited., 2012 (Chapter 10, 11, 12, 13) 1. Stack Overflow 2. Defending Against Buffer Overflow 3. Other Forms of Overflow Attacks 4. Software Security Issues 5. Handling Program Input 6. Writing Safe Program Code 7. Interacting with the Operating System and Other Program 8. Handling Program Output 9. Introduction to Operating System Security 10. System Security Planning 11. Operating System Hardening 12. Application Security 13. Security Maintenance 14. Linux/Unix Security 15. Windows Security 16. Virtualization Security 17. The Bell-LaPadula Model for Computer Security 18. Other Formal Models for Computer Security 19. The Concept of Trusted Systems 20. Application of Multilevel Security 21. Trusted Computing and The Trusted Platform Module 22. Common Criteria for Information Technology Security Evaluation 23. Assurance and Evaluation"
20241,Keamanan Teknologi Informasi,6,"- IT Security Management & Risk Assessment, - IT Security Controls, Plans & Procedures, - Physical & Infrastructure Security, - Information Security Governance 1. William Stallings, Lawrie Brown; Computer Security : Principles and Practice 2nd Ed.; Pearson Education, Limited., 2012 (Chapter 14, 15). 2. ISACA, Certified Information Security Manager (CISM Â®) Review Manual 2018 ; ISACA Press, 2018 (Chapter 1) 1. IT Security Management 2. Organizational Context and Security Policy 3. Security Risk Assessment 4. Detailed Security Risk Analysis 5. Case Study : Silver Star Mines 6. IT Security Management Implementation 7. Security Controls or Safeguard 8. IT Security Plan 9. Implementation of Controls 10. Implementation Follow-Up 11. Overview of Infrastructure Security 12. Physical Security Threats 13. Physical Security Prevention and Mitigation Measures 14. Recovery from Physical Security Breaches 15. Example : A Corporate Physical Security Policy 16. Integration of Physical and Logical Security 17. Effective Information Security Governance 18. Information Security Governance Metric 19. Developing an Information Security Strategy 20. Action Plan to Implement Information Security Strategy Keamanan Teknologi Informasi"
20241,Keamanan Teknologi Informasi,7,"Human Resources Security, & Security Auditing, & Legal & Ethical Aspects & Information Risk Management and Compliance 1. William Stallings, Lawrie Brown; Computer Security : Principles and Practice 2nd Ed.; Pearson Education, Limited., 2012 (Chapter 17, 18, 19). 2. ISACA, Certified Information Security Manager (CISM Â®) Review Manual 2018 ; ISACA Press, 2018 (Chapter 2) 1. Security Awareness, Training and Education 2. Employment Practices and Policies 3. E-Mail and Internet Use Policies 4. Computer Security Incident Response Teams 5. Security Auditing Architecture 6. The Security Audit Trail 7. Implementing the Logging Function 8. Audit Trail Analysis 9. Example : An Integrated Approach 10. Cybercrime and Computer Crime 11. Intellectual Property 12. Privacy 13. Ethical Issues 14. Information Risk Management Strategy 15. Information Risk Assessment 16. Information Resource Valuation 17. Recovery Time Objectives 18. Integration with Life Cycle Processes 19. Information Risk Monitoring and Communication 20. Information Security Training, Awareness and Documentation"
20241,Keamanan Teknologi Informasi,8,"1. Information Security Program Development and Management & Information Security Incident Management 2. Symmetric Encryption and Message Confidentiality 1. William Stallings, Lawrie Brown; Computer Security : Principles and Practice 2nd Ed.; Pearson Education, Limited., 2012 (Chapter 20). 2. William Stallings, Cryptography and Network Security, Principles and Practice 5th Edition ; Pearson Education Inc., 2011 (Chapter 2). 1. Information Security Program Management Overview, Objectives, Concepts and Scope 2. Information Security Management Framework and its Components 3. Defining an Information Security Program Road Map 4. Information Security Infrastructure and Architecture 5. Security Program Management, Services, Operational and Administrative Activities."
20241,Keamanan Teknologi Informasi,9,"1. Block Ciphers and the Data Encryption Standard 2. Basic Concepts in Number Theory and Finite Fields 3. Advanced Encryption Standard William Stallings, Cryptography and Network Security, Principles and Practice 5th Edition ; Pearson Education Inc., 2011 (Chapter 3, 4, 5) 1. Block Cipher Principles 2. Differential and Linear Cryptanalysis. 3. Block Cipher Design Principles 4. Divisibility and the Division Algorithm 5. The Euclidean Algorithm 6. Modular Arithmetic 7. Groups, Rings and Fields 8. Finite Fields of the Form GF(p) 9. Polynomial Arithmetic 10. Finite Fields of the Form GF(2â€•) 11. AES Structure 12. AES Transformation Functions 13. AES Key Expansion, Example and Implementation"
